complex,seed,id,pep_plDDT,plDDT,ipTM,pTM,pep_pTM,pAE_min,ipAE,ranking_score,scRMSD
2jnw,42,4,93.6450,95.3213,0.9000,0.9200,0.0300,0.8300,0.8850,0.9400,2.0715
2jnw,43,0,93.6213,95.7928,0.9100,0.9300,0.0300,0.8200,0.8650,0.9500,2.2390
2jnw,43,1,92.3393,95.3986,0.8900,0.9200,0.0300,0.8300,0.8950,0.9400,2.3579
2jnw,43,2,93.2107,95.6513,0.8900,0.9200,0.0300,0.8300,0.8950,0.9400,1.9023
2jnw,43,3,92.6565,95.6335,0.9000,0.9200,0.0300,0.8200,0.8700,0.9500,2.7752
2jnw,43,4,93.0555,95.5039,0.9000,0.9200,0.0300,0.8200,0.8800,0.9500,2.3877
2jnw,44,0,93.4755,95.5646,0.9000,0.9200,0.0300,0.8300,0.8850,0.9400,2.4564
2jnw,44,1,92.8257,95.4500,0.8900,0.9200,0.0300,0.8400,0.9100,0.9400,2.1516
2jnw,44,2,92.8534,95.4999,0.8900,0.9200,0.0300,0.8300,0.9050,0.9400,2.2691
2jnw,44,3,93.1711,95.6068,0.8900,0.9200,0.0300,0.8300,0.8950,0.9400,2.2164
2jnw,44,4,92.3457,95.4647,0.8800,0.9200,0.0300,0.8300,0.9050,0.9300,2.5026
2jqk,42,0,86.7258,93.1774,0.6800,0.8200,0.0300,2.4900,2.7050,0.7900,2.2621
2jqk,42,1,84.2222,92.3184,0.6300,0.8100,0.0300,2.9100,3.4500,0.7500,1.9417
2jqk,42,2,85.8026,92.7084,0.6800,0.8200,0.0300,2.3200,2.6000,0.7900,2.0050
2jqk,42,3,85.1702,92.6362,0.6500,0.8100,0.0300,2.5300,3.0500,0.7600,1.8089
2jqk,42,4,81.2346,91.2790,0.5500,0.7900,0.0300,3.6100,4.5400,0.6800,1.8600
2jqk,43,0,87.7233,93.6366,0.7200,0.8300,0.0300,2.2800,2.3000,0.8200,2.1951
2jqk,43,1,86.7465,92.9992,0.7000,0.8300,0.0300,2.0100,2.3950,0.8100,1.9142
2jqk,43,2,81.3144,90.8718,0.5700,0.7900,0.0300,2.4600,3.1600,0.7000,2.2169
2jqk,43,3,85.4595,92.6147,0.6500,0.8100,0.0300,2.7800,3.3450,0.7600,1.9310
2jqk,43,4,79.9470,90.1878,0.5400,0.7600,0.0300,3.2600,4.0250,0.6700,2.3200
2jqk,44,0,87.2356,93.3419,0.6900,0.8200,0.0300,2.3600,2.5750,0.8000,2.0136
2jqk,44,1,87.2154,93.4294,0.7300,0.8300,0.0300,1.8000,2.0200,0.8300,2.5560
2jqk,44,2,88.1482,93.6802,0.7000,0.8200,0.0300,2.4200,2.5450,0.8000,2.0047
2jqk,44,3,85.1571,92.7207,0.6500,0.8200,0.0300,2.4200,2.9050,0.7700,2.0424
2jqk,44,4,87.6158,93.6285,0.7100,0.8300,0.0300,2.1600,2.3750,0.8100,2.0787
2ka9,42,0,70.5979,83.2120,0.6900,0.5000,0.0200,3.4400,3.5100,0.6700,50.1856
2ka9,42,1,76.5807,80.7894,0.7700,0.4900,0.0200,1.8500,2.1400,0.7400,52.5282
2ka9,42,2,78.9634,85.0862,0.8000,0.5200,0.0200,1.7300,2.0450,0.7700,50.0966
2ka9,42,3,78.1037,84.4671,0.8100,0.5200,0.0200,1.3700,1.7000,0.7800,45.3869
2ka9,42,4,70.6919,81.6251,0.7200,0.4800,0.0200,2.2700,2.7000,0.6900,55.5961
2ka9,43,0,72.4976,86.2189,0.6900,0.4900,0.0200,2.9600,3.2850,0.6700,48.7757
2ka9,43,1,81.9284,85.8542,0.8300,0.5400,0.0200,1.2500,1.5700,0.8000,51.3683
2ka9,43,2,77.0084,84.1205,0.7800,0.5100,0.0200,1.6800,2.1200,0.7400,50.3125
2ka9,43,3,74.8088,83.1904,0.7400,0.5000,0.0200,2.3800,2.6000,0.7100,52.4896
2ka9,43,4,76.4348,84.1844,0.7400,0.5100,0.0200,2.0900,2.1300,0.7200,51.9449
2ka9,44,0,76.8896,85.3803,0.7400,0.5100,0.0200,2.2400,2.8900,0.7200,52.1569
2ka9,44,1,72.6360,82.8686,0.6700,0.4700,0.0200,2.8700,2.9800,0.6500,56.1800
2ka9,44,2,72.3970,86.9910,0.7100,0.5200,0.0200,2.1700,2.3900,0.6900,48.3225
2ka9,44,3,74.1639,86.8797,0.6900,0.5400,0.0200,3.5300,3.6850,0.6800,46.7322
2ka9,44,4,72.6287,89.4225,0.6600,0.5300,0.0200,3.0500,3.3600,0.6600,46.4843
2kbr,42,0,83.9085,87.0792,0.7700,0.7900,0.0300,1.1900,1.2300,0.8800,1.7736
2kbr,42,1,82.5943,85.8689,0.7700,0.7900,0.0300,1.2200,1.2650,0.9100,2.0772
2kbr,42,2,80.5758,85.3927,0.7400,0.7800,0.0300,1.2800,1.3050,0.8900,1.6148
2kbr,42,3,81.4791,85.3448,0.7300,0.7700,0.0300,1.2500,1.2900,0.8300,1.2780
2kbr,42,4,86.5036,88.1404,0.8200,0.8200,0.0300,1.0200,1.0850,0.9100,2.3218
2kbr,43,0,81.3246,85.6807,0.7300,0.7700,0.0300,1.1400,1.1950,0.8300,2.1499
2kbr,43,1,84.3427,87.1789,0.7800,0.8000,0.0300,1.1300,1.1600,0.8800,1.8884
2kbr,43,2,82.6948,85.1931,0.7400,0.7700,0.0300,1.3100,1.3300,0.8700,1.8084
2kbr,43,3,85.9622,87.7221,0.7900,0.8100,0.0300,1.1100,1.1400,0.8900,1.9117
2kbr,43,4,85.0633,86.9927,0.8000,0.8000,0.0300,1.1300,1.1850,0.8900,2.3168
2kbr,44,0,84.0043,86.7237,0.7800,0.7900,0.0300,1.1100,1.1300,0.9200,1.8093
2kbr,44,1,84.3068,86.7069,0.7800,0.8000,0.0300,1.1100,1.1550,0.8800,2.1847
2kbr,44,2,84.7511,88.2566,0.7700,0.8000,0.0300,1.1300,1.1650,0.8900,2.0486
2kbr,44,3,84.5366,86.6455,0.7800,0.7900,0.0300,1.1700,1.1900,0.9000,2.0180
2kbr,44,4,84.8206,86.9181,0.7900,0.8000,0.0300,1.1300,1.1450,0.9100,1.8930
2ke1,42,0,79.1465,77.9900,0.7800,0.6700,0.0200,1.1100,1.1500,1.0000,2.4128
2ke1,42,1,79.9333,79.0422,0.7900,0.6800,0.0200,1.1000,1.1200,1.0000,3.5572
2ke1,42,2,78.7815,77.7682,0.7700,0.6500,0.0200,1.2200,1.2200,0.9500,2.8758
2ke1,42,3,79.7201,78.6046,0.7900,0.6800,0.0200,1.0600,1.0900,1.0100,2.6009
2ke1,42,4,78.9342,77.9210,0.7800,0.6600,0.0200,1.0800,1.1200,0.9700,1.6418
2ke1,43,0,80.4095,79.9930,0.7900,0.6800,0.0200,1.0900,1.1200,1.0200,2.1620
2ke1,43,1,81.5326,81.1847,0.8100,0.7100,0.0200,1.0300,1.0600,1.0200,3.4552
2ke1,43,2,81.0590,79.4212,0.8000,0.6800,0.0200,1.0600,1.0900,1.0000,2.6572
2ke1,43,3,78.5288,78.3402,0.7700,0.6600,0.0200,1.1900,1.2050,1.0200,2.1589
2ke1,43,4,80.0850,79.5766,0.8000,0.6800,0.0200,1.1100,1.1200,1.0200,4.2913
2ke1,44,0,78.5733,79.6233,0.7900,0.7000,0.0200,1.0800,1.1300,0.9700,2.9421
2ke1,44,1,79.6822,78.0489,0.7900,0.6600,0.0200,1.1000,1.1150,0.9300,3.7863
2ke1,44,2,78.9868,78.6142,0.7800,0.6800,0.0200,1.1600,1.1700,1.0100,3.2977
2ke1,44,3,79.2625,80.5744,0.8000,0.7000,0.0200,1.0700,1.0850,1.0400,2.7800
2ke1,44,4,80.4023,79.7822,0.8000,0.6900,0.0200,1.0600,1.0800,0.9800,3.1963
2khh,42,0,56.4192,77.8346,0.4100,0.6600,0.0200,3.9200,4.1050,0.5300,4.9758
2khh,42,1,49.4377,75.5756,0.2700,0.6200,0.0100,6.3800,6.4000,0.4100,4.0776
2khh,42,2,54.5292,77.2601,0.3300,0.6400,0.0200,4.9600,5.2150,0.4600,3.4652
2khh,42,3,53.2761,76.6535,0.3400,0.6400,0.0200,4.8300,5.1950,0.4600,3.0469
2khh,42,4,62.0953,75.6439,0.5300,0.6600,0.0200,2.5400,2.8850,0.6300,4.0810
2khh,43,0,53.1109,75.0058,0.3500,0.6200,0.0200,3.9400,4.6700,0.4700,3.4435
2khh,43,1,59.6802,78.6578,0.5100,0.6900,0.0200,3.1400,3.4400,0.6100,3.0127
2khh,43,2,48.1208,73.0681,0.2300,0.5800,0.0100,6.8700,7.4700,0.3700,3.1759
2khh,43,3,57.7691,75.6682,0.4400,0.6300,0.0200,3.8100,4.1700,0.5400,3.0995
2khh,43,4,50.5665,74.1468,0.2800,0.6000,0.0100,5.2100,5.9150,0.4100,4.2790
2khh,44,0,51.2644,76.6045,0.2900,0.6400,0.0200,5.9600,6.1400,0.4300,4.4688
2khh,44,1,50.7971,73.4169,0.2600,0.5800,0.0100,5.7100,6.3650,0.3900,3.6513
2khh,44,2,50.6586,75.1469,0.2900,0.6200,0.0100,5.7400,6.0400,0.4200,3.2311
2khh,44,3,53.6656,76.1178,0.3200,0.6300,0.0200,5.5000,6.0600,0.4500,3.4579
2khh,44,4,51.7111,76.5050,0.2900,0.6400,0.0200,5.6300,5.6900,0.4300,3.4306
2koh,42,0,62.8941,80.2275,0.6900,0.7400,0.0100,1.1300,1.1500,0.7600,4.6931
2koh,42,1,63.3603,80.0633,0.6800,0.7300,0.0100,1.2000,1.2100,0.7500,8.6513
2koh,42,2,62.8865,78.8278,0.6800,0.7300,0.0100,1.1700,1.2050,0.7500,7.9175
2koh,42,3,63.5824,79.3892,0.6700,0.7200,0.0100,1.2200,1.2350,0.7500,8.3235
2koh,42,4,69.5498,81.4320,0.7000,0.7400,0.0100,1.1400,1.1400,0.7700,13.0576
2koh,43,0,60.3802,80.2653,0.6600,0.7200,0.0100,1.1900,1.2350,0.7300,6.5276
2koh,43,1,60.7902,78.7823,0.6800,0.7100,0.0100,1.2000,1.2050,0.7500,10.7457
2koh,43,2,65.3743,81.4387,0.6900,0.7300,0.0100,1.1100,1.1400,0.7600,9.0421
2koh,43,3,63.2260,79.5356,0.6800,0.7200,0.0100,1.1300,1.1500,0.7500,13.3542
2koh,43,4,63.0339,80.9839,0.6900,0.7300,0.0100,1.1300,1.1600,0.7600,4.7372
2koh,44,0,64.2570,80.7579,0.6700,0.7300,0.0100,1.2100,1.2200,0.7500,4.6259
2koh,44,1,63.1631,80.9574,0.6800,0.7400,0.0100,1.1600,1.1950,0.7600,8.2170
2koh,44,2,62.6689,78.2018,0.6600,0.7100,0.0100,1.1800,1.1900,0.7400,14.5310
2koh,44,3,68.5241,80.9553,0.6900,0.7400,0.0100,1.1200,1.1600,0.7700,15.5045
2koh,44,4,65.8563,81.6020,0.6900,0.7400,0.0100,1.1400,1.1700,0.7600,7.7667
2las,42,0,73.2863,87.2923,0.6300,0.8000,0.0200,2.1700,2.4100,0.7300,6.8278
2las,42,1,69.1429,87.0280,0.5500,0.8000,0.0100,2.6700,3.2800,0.6800,6.5686
2las,42,2,76.8395,89.3936,0.6900,0.8400,0.0200,2.1100,2.1350,0.7900,7.8454
2las,42,3,58.9860,83.7284,0.4000,0.7600,0.0100,3.3600,4.2600,0.5400,4.0422
2las,42,4,69.2220,86.4822,0.5500,0.7900,0.0200,2.3600,2.7700,0.6700,6.3502
2las,43,0,60.1505,84.2335,0.4100,0.7700,0.0100,3.9200,4.5100,0.5600,5.1780
2las,43,1,68.5825,87.2852,0.5600,0.8100,0.0100,2.8200,3.2250,0.6800,3.5915
2las,43,2,74.3658,88.1489,0.6500,0.8200,0.0200,2.3800,2.7800,0.7500,6.9849
2las,43,3,64.5099,86.2392,0.4900,0.7900,0.0100,3.5000,4.1450,0.6200,2.3941
2las,43,4,65.1176,85.9559,0.4400,0.7900,0.0100,3.8100,4.6350,0.5800,5.7529
2las,44,0,72.5551,87.5830,0.5800,0.8000,0.0200,3.1100,3.5700,0.7000,6.5742
2las,44,1,70.9017,87.0774,0.5700,0.8000,0.0200,2.7300,3.0100,0.6900,3.5700
2las,44,2,69.1708,86.7199,0.5600,0.8000,0.0200,2.9800,3.3250,0.6800,3.6564
2las,44,3,64.8668,85.2254,0.5000,0.8000,0.0100,3.1500,3.5500,0.6300,3.4211
2las,44,4,67.7016,85.8705,0.5400,0.8000,0.0100,2.9500,3.4450,0.6600,3.0267
2lsi,42,0,72.9122,85.2810,0.7300,0.8100,0.0200,1.0700,1.1100,0.8200,5.0379
2lsi,42,1,73.0635,85.1214,0.7300,0.8100,0.0200,1.0200,1.0550,0.8200,2.3368
2lsi,42,2,73.8707,85.6164,0.7400,0.8100,0.0200,1.0400,1.0750,0.8300,4.8193
2lsi,42,3,74.5782,86.9848,0.7500,0.8200,0.0200,1.0200,1.0500,0.8300,4.9936
2lsi,42,4,76.2123,87.6209,0.7600,0.8200,0.0200,0.9800,1.0050,0.8400,4.7906
2lsi,43,0,74.1564,86.1965,0.7600,0.8100,0.0200,0.9800,1.0150,0.8400,4.9380
2lsi,43,1,75.0231,87.8410,0.7600,0.8200,0.0200,1.0200,1.0300,0.8400,3.5458
2lsi,43,2,74.6839,86.9186,0.7700,0.8200,0.0200,0.9700,0.9950,0.8500,3.7712
2lsi,43,3,77.0221,87.1358,0.7700,0.8200,0.0200,0.9500,0.9750,0.8500,4.0182
2lsi,43,4,75.8775,87.9980,0.7700,0.8200,0.0200,0.9500,0.9600,0.8500,2.8569
2lsi,44,0,74.0919,85.6225,0.7600,0.8000,0.0200,0.9700,1.0150,0.8400,4.7508
2lsi,44,1,73.8320,86.1737,0.7300,0.8100,0.0200,1.0900,1.0900,0.8200,4.3980
2lsi,44,2,74.1925,84.9237,0.7500,0.8000,0.0200,0.9900,1.0300,0.8300,2.6679
2lsi,44,3,74.5601,86.6291,0.7500,0.8200,0.0200,1.0000,1.0100,0.8400,2.7569
2lsi,44,4,75.6196,86.9736,0.7700,0.8100,0.0200,0.9600,0.9950,0.8500,4.6363
2m0v,42,0,84.2936,84.4563,0.8600,0.7600,0.0300,1.2300,1.2400,0.9200,1.9769
2m0v,42,1,84.2634,83.4774,0.8700,0.7700,0.0300,1.2500,1.2550,0.9200,2.8040
2m0v,42,2,84.4711,85.4704,0.8600,0.8000,0.0300,1.1800,1.1850,0.9100,2.6415
2m0v,42,3,81.9905,85.3894,0.8300,0.7900,0.0300,1.2400,1.2500,0.9000,2.7091
2m0v,42,4,84.2173,84.4655,0.8400,0.7700,0.0300,1.2100,1.2250,0.8900,2.3502
2m0v,43,0,82.9136,82.5880,0.8500,0.7500,0.0300,1.2000,1.2150,0.9000,2.1823
2m0v,43,1,83.1520,85.5068,0.8400,0.7900,0.0300,1.2200,1.2400,0.9000,3.1749
2m0v,43,2,85.5080,83.4365,0.8700,0.7600,0.0300,1.1700,1.1900,0.9200,1.9703
2m0v,43,3,83.3359,84.5904,0.8200,0.7700,0.0300,1.2000,1.2150,0.8700,1.6543
2m0v,43,4,86.1186,84.5624,0.8700,0.7700,0.0300,1.2100,1.2200,0.9100,2.5100
2m0v,44,0,85.0600,87.0468,0.8900,0.8100,0.0300,1.1400,1.1450,0.9400,4.0231
2m0v,44,1,85.1873,85.1575,0.8800,0.7900,0.0300,1.2300,1.2300,0.9300,3.2265
2m0v,44,2,82.8136,85.0900,0.8500,0.7900,0.0300,1.2100,1.2350,0.8900,2.3905
2m0v,44,3,82.8284,84.6406,0.8600,0.7700,0.0300,1.1900,1.2100,0.9200,1.9771
2m0v,44,4,86.9945,86.8854,0.8900,0.8100,0.0300,1.1200,1.1250,0.9400,2.7345
2nnu,42,0,82.5887,92.1577,0.8700,0.8900,0.0900,1.0200,1.0500,0.9300,3.9915
2nnu,42,1,81.7568,91.6431,0.8700,0.8800,0.0900,1.0600,1.1500,0.9200,2.6968
2nnu,42,2,83.6648,92.4201,0.8800,0.8900,0.0900,1.0000,1.0150,0.9400,3.3144
2nnu,42,3,82.9821,92.4421,0.8800,0.8900,0.0900,0.9900,1.0150,0.9300,3.5615
2nnu,42,4,82.9201,92.3053,0.8800,0.8900,0.0900,0.9800,0.9950,0.9300,3.0790
2nnu,43,0,82.9079,92.1892,0.8800,0.8900,0.0900,1.0000,1.0400,0.9300,3.7163
2nnu,43,1,82.3324,91.4523,0.8700,0.8800,0.0900,1.1600,1.2150,0.9200,3.8370
2nnu,43,2,82.2339,91.9481,0.8700,0.8900,0.0900,1.0500,1.1000,0.9300,3.6709
2nnu,43,3,82.4139,92.2105,0.8800,0.8900,0.0900,1.0100,1.0450,0.9300,3.1207
2nnu,43,4,82.3396,92.1424,0.8700,0.8900,0.0900,1.0000,1.0350,0.9300,3.1893
2nnu,44,0,82.9016,91.9424,0.8800,0.8900,0.0900,1.0500,1.1100,0.9300,2.9552
2nnu,44,1,83.1315,92.3714,0.8800,0.8900,0.0900,1.0200,1.0400,0.9400,3.3608
2nnu,44,2,82.2455,91.9683,0.8700,0.8900,0.0900,1.0200,1.0650,0.9200,3.4687
2nnu,44,3,83.2910,92.1536,0.8800,0.8900,0.0900,1.0500,1.0800,0.9300,3.6980
2nnu,44,4,83.4543,92.2289,0.8900,0.9000,0.0900,0.9700,0.9700,0.9400,3.1805
2o9v,42,0,95.7006,96.7123,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.7216
2o9v,42,1,95.8010,96.5892,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.5177
2o9v,42,2,95.6439,96.5239,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.4478
2o9v,42,3,95.7214,96.5831,0.8900,0.9100,0.0400,0.8000,0.8050,0.9600,0.7384
2o9v,42,4,95.7284,96.5475,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.5027
2o9v,43,0,95.2536,96.1740,0.8800,0.9100,0.0300,0.8200,0.8250,0.9500,0.6453
2o9v,43,1,95.1167,96.1074,0.8900,0.9100,0.0300,0.8100,0.8150,0.9600,0.6323
2o9v,43,2,95.4989,96.1987,0.8900,0.9100,0.0400,0.8200,0.8200,0.9600,0.5364
2o9v,43,3,95.0037,96.1696,0.8800,0.9100,0.0300,0.8200,0.8200,0.9500,0.6244
2o9v,43,4,95.4673,96.3880,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.6404
2o9v,44,0,95.7209,96.5272,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.4349
2o9v,44,1,95.6419,96.4486,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.5171
2o9v,44,2,95.6634,96.5060,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.4405
2o9v,44,3,95.7786,96.5495,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.5000
2o9v,44,4,95.6714,96.5065,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.4728
2p1o,42,0,58.5111,91.0176,0.8000,0.9200,0.0200,2.3700,2.8600,0.8400,4.3548
2p1o,42,1,54.9701,90.5417,0.7600,0.9100,0.0100,2.7300,3.2900,0.8000,4.9366
2p1o,42,2,54.5763,90.2588,0.7600,0.9100,0.0100,2.7300,3.3300,0.8000,4.8531
2p1o,42,3,54.7752,90.4799,0.7500,0.9100,0.0100,2.8400,3.4300,0.7900,4.6106
2p1o,42,4,54.9598,90.6386,0.7600,0.9100,0.0100,2.7800,3.3150,0.8000,4.7368
2p1o,43,0,59.4821,91.2050,0.8000,0.9100,0.0200,2.0900,2.4250,0.8400,5.3287
2p1o,43,1,66.9962,91.9136,0.8900,0.9300,0.0200,1.5700,1.7850,0.9100,4.2058
2p1o,43,2,63.9159,91.8738,0.8500,0.9300,0.0200,1.8100,2.0550,0.8800,5.8720
2p1o,43,3,59.6142,90.9572,0.8000,0.9100,0.0200,2.1300,2.4850,0.8300,4.7943
2p1o,43,4,62.9833,91.7896,0.8500,0.9200,0.0200,1.8000,2.1300,0.8700,2.6932
2p1o,44,0,40.0122,89.9081,0.6400,0.9100,0.0100,4.7700,6.0250,0.7000,4.9552
2p1o,44,1,43.3602,90.1374,0.6900,0.9100,0.0100,4.1600,5.0600,0.7400,7.1150
2p1o,44,2,47.7653,90.1177,0.7200,0.9100,0.0100,3.7600,4.8550,0.7700,5.5578
2p1o,44,3,42.2896,90.1383,0.6600,0.9200,0.0100,4.4100,5.7150,0.7200,6.1209
2p1o,44,4,39.9815,89.9617,0.6200,0.9100,0.0100,4.9300,6.3550,0.6900,5.6995
2qos,42,0,94.2700,94.8596,0.9500,0.9400,0.0400,0.8600,0.8700,0.9800,0.3842
2qos,42,1,93.4962,94.3903,0.9500,0.9400,0.0400,0.8900,0.9150,0.9800,0.3389
2qos,42,2,93.8460,94.7116,0.9500,0.9400,0.0400,0.8600,0.8800,0.9800,0.3085
2qos,42,3,93.5993,94.4105,0.9500,0.9400,0.0400,0.8800,0.9000,0.9800,0.3567
2qos,42,4,93.5442,94.4370,0.9500,0.9400,0.0400,0.8800,0.8950,0.9800,0.3745
2qos,43,0,93.9550,94.6773,0.9600,0.9400,0.0400,0.8500,0.8750,0.9800,0.3447
2qos,43,1,92.9974,94.1330,0.9500,0.9400,0.0400,0.8900,0.9300,0.9800,0.3985
2qos,43,2,93.4478,94.5591,0.9500,0.9400,0.0400,0.8700,0.9100,0.9800,0.3169
2qos,43,3,93.5463,94.5546,0.9500,0.9400,0.0400,0.8800,0.9200,0.9800,0.3098
2qos,43,4,93.3298,94.4811,0.9500,0.9400,0.0400,0.8800,0.9100,0.9800,0.3591
2qos,44,0,93.1612,94.2150,0.9500,0.9400,0.0400,0.9000,0.9450,0.9700,0.3914
2qos,44,1,93.5757,94.4027,0.9500,0.9400,0.0400,0.8900,0.9150,0.9800,0.3222
2qos,44,2,93.5555,94.4636,0.9500,0.9400,0.0400,0.8800,0.9050,0.9800,0.3708
2qos,44,3,93.7115,94.5366,0.9500,0.9400,0.0400,0.8800,0.9050,0.9800,0.3328
2qos,44,4,93.5209,94.3946,0.9500,0.9400,0.0400,0.8800,0.9100,0.9800,0.4618
2r7g,42,0,92.7753,93.8501,0.9600,0.9400,0.0400,0.9000,0.9250,0.9700,1.3315
2r7g,42,1,92.6952,93.6904,0.9600,0.9400,0.0400,0.9200,0.9450,0.9700,1.1322
2r7g,42,2,92.5669,94.0938,0.9600,0.9500,0.0400,0.9200,0.9400,0.9800,1.1327
2r7g,42,3,91.9535,93.9598,0.9600,0.9400,0.0400,0.9200,0.9500,0.9700,1.0739
2r7g,42,4,92.9987,93.7907,0.9600,0.9400,0.0400,0.9200,0.9400,0.9700,0.9211
2r7g,43,0,92.9815,94.2253,0.9600,0.9400,0.0400,0.9100,0.9400,0.9700,0.8540
2r7g,43,1,93.0918,94.1824,0.9600,0.9500,0.0400,0.8900,0.9150,0.9800,1.1943
2r7g,43,2,92.9307,93.9804,0.9600,0.9400,0.0400,0.9000,0.9250,0.9800,1.0790
2r7g,43,3,93.2444,93.9341,0.9600,0.9400,0.0400,0.8900,0.9150,0.9800,1.0558
2r7g,43,4,92.4966,93.7318,0.9600,0.9400,0.0400,0.9300,0.9550,0.9700,1.1557
2r7g,44,0,92.5575,93.8751,0.9600,0.9400,0.0400,0.9100,0.9350,0.9700,1.1378
2r7g,44,1,92.2862,93.9499,0.9600,0.9400,0.0400,0.9000,0.9300,0.9700,1.0038
2r7g,44,2,91.8007,93.6638,0.9600,0.9400,0.0400,0.9300,0.9550,0.9700,0.9288
2r7g,44,3,92.2716,93.7704,0.9600,0.9400,0.0400,0.9300,0.9500,0.9700,1.0972
2r7g,44,4,92.1804,93.9257,0.9600,0.9400,0.0400,0.9400,0.9600,0.9700,1.0028
2rol,42,0,77.1265,86.9382,0.6700,0.7600,0.0200,2.0500,2.2050,0.7700,2.2101
2rol,42,1,74.7105,85.3022,0.6400,0.7300,0.0200,2.2800,2.5950,0.7800,1.9614
2rol,42,2,78.1025,86.8855,0.6800,0.7600,0.0200,2.0300,2.2450,0.7700,1.9569
2rol,42,3,78.7758,87.1848,0.7100,0.7700,0.0200,1.8700,2.0550,0.8200,2.0541
2rol,42,4,78.7865,88.7699,0.7100,0.8000,0.0200,1.7900,1.8700,0.8500,2.1958
2rol,43,0,75.4739,85.9218,0.6400,0.7400,0.0200,2.2600,2.4400,0.7900,1.8821
2rol,43,1,77.5277,86.3724,0.6900,0.7500,0.0200,2.0300,2.0600,0.8000,1.6246
2rol,43,2,76.1737,85.9126,0.6500,0.7400,0.0200,2.1200,2.2750,0.7900,1.5373
2rol,43,3,76.1565,86.0365,0.6600,0.7500,0.0200,2.1800,2.2600,0.7900,2.0551
2rol,43,4,77.0646,87.3354,0.6800,0.7600,0.0200,2.0700,2.1600,0.8200,2.0851
2rol,44,0,74.8198,86.8493,0.6400,0.7600,0.0200,2.1400,2.3900,0.7800,3.5567
2rol,44,1,73.6817,84.8071,0.6200,0.7300,0.0200,2.3300,2.6500,0.7800,2.1872
2rol,44,2,73.6630,84.6550,0.6100,0.7100,0.0200,2.5400,2.8150,0.7100,1.8421
2rol,44,3,79.1630,88.3262,0.7200,0.7900,0.0200,1.7600,1.8650,0.8300,1.7064
2rol,44,4,74.8579,86.4859,0.6400,0.7500,0.0200,2.1500,2.3550,0.7800,2.2046
2v8c,42,0,77.2601,94.1637,0.7100,0.9200,0.0200,2.6700,3.2700,0.8000,1.5356
2v8c,42,1,78.4553,94.2718,0.7300,0.9200,0.0200,2.5900,3.1850,0.8100,1.7056
2v8c,42,2,76.6146,94.0578,0.7000,0.9200,0.0200,2.8800,3.5150,0.7800,1.8996
2v8c,42,3,75.8161,93.9304,0.6900,0.9100,0.0200,2.9600,3.6200,0.7800,1.7654
2v8c,42,4,76.6154,94.1103,0.7000,0.9200,0.0200,2.8200,3.4000,0.7900,1.6464
2v8c,43,0,76.3199,94.2214,0.7000,0.9200,0.0200,2.7800,3.2850,0.7900,0.9827
2v8c,43,1,75.5330,93.8548,0.6800,0.9100,0.0200,3.0800,3.6750,0.7700,1.5363
2v8c,43,2,77.9190,94.3668,0.7200,0.9200,0.0200,2.6300,3.1400,0.8100,1.8434
2v8c,43,3,77.5558,94.2079,0.7100,0.9200,0.0200,2.7300,3.3350,0.8000,1.3891
2v8c,43,4,77.1277,94.2922,0.7100,0.9200,0.0200,2.7500,3.2550,0.7900,1.5623
2v8c,44,0,76.6122,94.0882,0.7000,0.9200,0.0200,2.8300,3.4650,0.7800,2.0171
2v8c,44,1,76.2333,94.0691,0.7000,0.9200,0.0200,2.7500,3.3600,0.7900,1.4981
2v8c,44,2,76.1637,94.2052,0.7000,0.9200,0.0200,2.7900,3.3850,0.7900,1.8241
2v8c,44,3,77.0157,94.2395,0.7100,0.9200,0.0200,2.8100,3.2650,0.7900,1.0882
2v8c,44,4,76.0576,94.1158,0.6900,0.9200,0.0200,2.8900,3.4950,0.7800,0.9544
2vzg,42,0,80.4195,92.3877,0.7500,0.9100,0.0300,2.0900,2.5500,0.8300,2.1357
2vzg,42,1,80.3688,92.2364,0.7600,0.9100,0.0300,2.1100,2.5100,0.8400,2.2043
2vzg,42,2,77.9728,91.7788,0.7100,0.9000,0.0300,2.4300,3.1700,0.8000,2.3992
2vzg,42,3,79.9653,92.3938,0.7500,0.9100,0.0300,2.1000,2.5600,0.8400,2.1289
2vzg,42,4,82.4038,92.0761,0.7900,0.9200,0.0300,1.9400,2.2000,0.8700,2.1783
2vzg,43,0,79.9001,92.2656,0.7500,0.9100,0.0300,2.1600,2.6500,0.8300,2.2770
2vzg,43,1,80.4032,92.1565,0.7600,0.9100,0.0300,2.0600,2.5400,0.8400,2.3612
2vzg,43,2,79.3637,92.1386,0.7400,0.9100,0.0300,2.2200,2.6900,0.8300,2.1435
