method,native,pdb,seed,id,dockq_score,fnat,lrmsd,irmsd
msa_notemplate,1w80,1w80,44,4,0.846,0.885,2.356,0.923
msa_notemplate,1yfn,1yfn,43,1,0.664,0.623,3.206,1.522
msa_notemplate,1w80,1w80,43,3,0.928,0.962,1.531,0.618
msa_notemplate,1yfn,1yfn,43,4,0.713,0.679,2.837,1.327
msa_notemplate,1yfn,1yfn,42,2,0.628,0.623,3.712,1.753
msa_notemplate,1yfn,1yfn,42,4,0.651,0.623,3.392,1.599
msa_notemplate,1yfn,1yfn,43,2,0.695,0.717,3.318,1.495
msa_notemplate,1w80,1w80,43,1,0.902,0.885,1.514,0.623
msa_notemplate,1w80,1w80,42,1,0.938,1.0,1.567,0.637
msa_notemplate,1w80,1w80,44,0,0.845,0.923,2.527,1.001
msa_notemplate,1w80,1w80,43,2,0.843,0.885,2.382,0.939
msa_notemplate,1w80,1w80,42,3,0.925,0.962,1.613,0.635
msa_notemplate,1yfn,1yfn,44,0,0.718,0.642,2.596,1.227
msa_notemplate,1yfn,1yfn,44,2,0.669,0.604,3.056,1.448
msa_notemplate,1ywi,1ywi,42,1,0.878,0.895,1.187,0.849
msa_notemplate,1w80,1w80,43,4,0.835,0.923,2.695,1.045
msa_notemplate,1w80,1w80,44,2,0.842,0.885,2.359,0.949
msa_notemplate,1ywi,1ywi,42,4,0.882,0.947,1.444,0.922
msa_notemplate,1yfn,1yfn,43,0,0.719,0.717,2.918,1.371
msa_notemplate,1ywi,1ywi,42,0,0.857,0.895,1.577,0.958
msa_notemplate,1yfn,1yfn,44,3,0.74,0.736,2.702,1.289
msa_notemplate,1yfn,1yfn,44,1,0.649,0.623,3.406,1.62
msa_notemplate,1ywi,1ywi,42,2,0.905,0.947,1.031,0.795
msa_notemplate,1ywi,1ywi,42,3,0.87,0.895,1.413,0.887
msa_notemplate,1ywi,1ywi,43,1,0.903,1.0,1.385,0.902
msa_notemplate,1ywi,1ywi,43,2,0.86,0.895,1.443,0.95
msa_notemplate,1ywi,1ywi,43,4,0.876,0.895,1.213,0.86
msa_notemplate,1yfn,1yfn,44,4,0.695,0.717,3.243,1.517
msa_notemplate,1ywi,1ywi,43,0,0.869,0.895,1.36,0.895
msa_notemplate,1ywi,1ywi,43,3,0.857,0.842,1.172,0.875
msa_notemplate,1ywi,1ywi,44,1,0.909,0.947,1.083,0.759
msa_notemplate,1ywi,1ywi,44,3,0.858,0.895,1.568,0.951
msa_notemplate,1ywo,1ywo,44,0,0.955,0.96,0.908,0.454
msa_notemplate,1ywi,1ywi,44,2,0.883,0.947,1.419,0.918
msa_notemplate,1ywo,1ywo,43,1,0.963,0.96,0.795,0.39
msa_notemplate,1ywo,1ywo,44,3,0.954,1.0,1.228,0.544
msa_notemplate,1ywo,1ywo,43,2,0.954,1.0,1.202,0.549
msa_notemplate,1ywo,1ywo,42,0,0.931,0.96,1.352,0.613
msa_notemplate,1ywo,1ywo,42,3,0.947,0.96,1.12,0.503
msa_notemplate,1ywi,1ywi,44,0,0.879,0.895,1.14,0.844
msa_notemplate,1ywi,1ywi,44,4,0.891,0.895,1.047,0.763
msa_notemplate,1ywo,1ywo,42,1,0.919,0.96,1.431,0.691
msa_notemplate,1yy6,1yy6,42,2,0.886,0.882,0.619,0.795
msa_notemplate,1ywo,1ywo,43,3,0.958,0.96,0.864,0.427
msa_notemplate,1ywo,1ywo,42,2,0.96,1.0,1.111,0.505
msa_notemplate,1ywo,1ywo,43,0,0.963,0.96,0.824,0.385
msa_notemplate,1ywo,1ywo,44,1,0.946,0.96,1.151,0.514
msa_notemplate,1ywo,1ywo,42,4,0.971,1.0,0.891,0.432
msa_notemplate,1ywo,1ywo,44,4,0.955,0.96,0.912,0.449
msa_notemplate,1yy6,1yy6,42,1,0.886,0.882,0.702,0.793
msa_notemplate,1yy6,1yy6,42,4,0.886,0.882,0.7,0.792
msa_notemplate,1yy6,1yy6,42,3,0.886,0.882,0.72,0.79
msa_notemplate,1ywo,1ywo,43,4,0.961,0.96,0.78,0.411
msa_notemplate,1yy6,1yy6,43,1,0.887,0.882,0.712,0.784
msa_notemplate,1yy6,1yy6,43,4,0.888,0.882,0.624,0.782
msa_notemplate,1yy6,1yy6,42,0,0.885,0.882,0.758,0.797
msa_notemplate,1yy6,1yy6,43,2,0.885,0.882,0.708,0.797
msa_notemplate,1ywo,1ywo,44,2,0.887,0.96,2.009,0.854
msa_notemplate,1yy6,1yy6,43,0,0.891,0.882,0.619,0.758
msa_notemplate,2aij,2aij,42,3,0.738,0.881,0.833,2.081
msa_notemplate,1yy6,1yy6,44,3,0.885,0.882,0.773,0.792
msa_notemplate,1yy6,1yy6,44,1,0.881,0.882,0.803,0.823
msa_notemplate,1yy6,1yy6,43,3,0.886,0.882,0.786,0.789
msa_notemplate,2aij,2aij,44,3,0.714,0.857,0.732,2.327
msa_notemplate,1yy6,1yy6,44,2,0.882,0.882,0.766,0.813
msa_notemplate,2aij,2aij,42,4,0.709,0.857,0.769,2.418
msa_notemplate,2aij,2aij,44,0,0.719,0.833,0.872,2.122
msa_notemplate,2aij,2aij,42,2,0.713,0.857,0.754,2.353
msa_notemplate,1yy6,1yy6,44,4,0.89,0.882,0.591,0.771
msa_notemplate,2aij,2aij,44,2,0.711,0.857,0.771,2.375
msa_notemplate,2aij,2aij,42,1,0.712,0.833,0.787,2.237
msa_notemplate,1yy6,1yy6,44,0,0.89,0.882,0.711,0.761
msa_notemplate,2aij,2aij,43,2,0.73,0.857,0.739,2.094
msa_notemplate,2aij,2aij,43,0,0.711,0.857,0.902,2.358
msa_notemplate,2aij,2aij,42,0,0.717,0.833,1.022,2.13
msa_notemplate,2aij,2aij,43,3,0.728,0.857,0.819,2.11
msa_notemplate,2aq9,2aq9,43,3,0.027,0.0,32.016,12.321
msa_notemplate,2aij,2aij,43,1,0.718,0.857,0.744,2.268
msa_notemplate,2aij,2aij,43,4,0.727,0.857,0.747,2.126
msa_notemplate,2aq9,2aq9,42,3,0.027,0.0,32.006,12.333
msa_notemplate,2aq9,2aq9,43,0,0.027,0.0,32.1,12.368
msa_notemplate,2aq9,2aq9,44,3,0.027,0.0,32.072,12.365
msa_notemplate,2c3i,2c3i,42,1,0.965,0.923,0.637,0.226
msa_notemplate,2aq9,2aq9,42,0,0.027,0.0,32.029,12.351
msa_notemplate,2aq9,2aq9,44,2,0.027,0.0,32.152,12.377
msa_notemplate,2aq9,2aq9,42,1,0.027,0.0,31.985,12.317
msa_notemplate,2aij,2aij,44,1,0.73,0.857,0.863,2.07
msa_notemplate,2aq9,2aq9,42,4,0.027,0.0,32.047,12.355
msa_notemplate,2c3i,2c3i,42,3,0.961,0.923,0.669,0.28
msa_notemplate,2aij,2aij,44,4,0.714,0.857,0.996,2.304
msa_notemplate,2aq9,2aq9,44,4,0.027,0.0,31.965,12.297
msa_notemplate,2aq9,2aq9,43,2,0.027,0.0,31.881,12.282
msa_notemplate,2aq9,2aq9,43,4,0.027,0.0,32.002,12.329
msa_notemplate,2aq9,2aq9,42,2,0.027,0.0,31.972,12.326
msa_notemplate,2aq9,2aq9,44,0,0.027,0.0,32.086,12.363
msa_notemplate,2c3i,2c3i,42,4,0.938,0.872,0.923,0.334
msa_notemplate,2c3i,2c3i,42,0,0.96,0.923,0.831,0.282
msa_notemplate,2aq9,2aq9,43,1,0.027,0.0,31.99,12.313
msa_notemplate,2aq9,2aq9,44,1,0.027,0.0,31.915,12.289
msa_notemplate,2c3i,2c3i,42,2,0.965,0.923,0.617,0.23
msa_notemplate,2c3i,2c3i,44,0,0.96,0.923,0.741,0.29
msa_notemplate,2cch,2cch,42,1,0.969,1.0,1.056,0.44
msa_notemplate,2c3i,2c3i,43,3,0.965,0.949,0.852,0.326
msa_notemplate,2cch,2cch,42,0,0.979,0.977,0.989,0.245
msa_notemplate,2c3i,2c3i,43,4,0.93,0.897,1.396,0.45
msa_notemplate,2c3i,2c3i,44,2,0.959,0.923,0.8,0.29
msa_notemplate,2c3i,2c3i,44,3,0.95,0.897,0.815,0.298
msa_notemplate,2c3i,2c3i,43,0,0.949,0.897,0.872,0.311
msa_notemplate,2c3i,2c3i,43,2,0.948,0.897,0.808,0.324
msa_notemplate,2c3i,2c3i,44,4,0.957,0.897,0.582,0.217
msa_notemplate,2cch,2cch,42,3,0.977,0.977,1.085,0.267
msa_notemplate,2c3i,2c3i,43,1,0.932,0.872,1.081,0.374
msa_notemplate,2cch,2cch,43,1,0.972,0.953,0.811,0.25
msa_notemplate,2cch,2cch,42,2,0.872,0.884,2.149,0.765
msa_notemplate,2c3i,2c3i,44,1,0.96,0.923,0.787,0.28
msa_notemplate,2cch,2cch,42,4,0.947,0.93,1.109,0.415
msa_notemplate,2cch,2cch,44,1,0.939,0.953,1.339,0.532
msa_notemplate,2cny,2cny,42,2,0.938,0.969,0.385,0.636
msa_notemplate,2cny,2cny,42,4,0.929,0.979,0.461,0.723
msa_notemplate,2cch,2cch,43,2,0.923,0.907,1.331,0.536
msa_notemplate,2cch,2cch,43,4,0.931,0.953,1.431,0.589
msa_notemplate,2cny,2cny,42,1,0.935,0.969,0.439,0.655
msa_notemplate,2cny,2cny,42,0,0.934,0.979,0.445,0.687
msa_notemplate,2cny,2cny,43,0,0.939,0.99,0.472,0.675
msa_notemplate,2cny,2cny,42,3,0.936,0.99,0.477,0.696
msa_notemplate,2cny,2cny,43,4,0.939,0.979,0.371,0.657
msa_notemplate,2cch,2cch,43,3,0.871,0.884,1.865,0.805
msa_notemplate,2cny,2cny,43,3,0.936,0.969,0.48,0.65
msa_notemplate,2cny,2cny,43,2,0.939,0.979,0.524,0.649
msa_notemplate,2cch,2cch,44,3,0.937,0.907,1.131,0.442
msa_notemplate,2cch,2cch,44,4,0.952,0.953,1.25,0.435
msa_notemplate,2cch,2cch,44,0,0.956,0.953,1.312,0.389
msa_notemplate,2cch,2cch,43,0,0.918,0.93,1.543,0.62
msa_notemplate,2cny,2cny,43,1,0.937,0.979,0.559,0.662
msa_notemplate,2cny,2cny,44,0,0.941,0.979,0.456,0.635
msa_notemplate,2cny,2cny,44,2,0.926,0.979,0.562,0.74
msa_notemplate,2cny,2cny,44,1,0.929,0.979,0.521,0.724
msa_notemplate,2cch,2cch,44,2,0.864,0.86,1.867,0.801
msa_notemplate,2cny,2cny,44,4,0.926,0.969,0.475,0.719
msa_notemplate,2e4h,2e4h,42,0,0.601,0.76,5.769,2.012
msa_notemplate,2cny,2cny,44,3,0.936,0.969,0.452,0.647
msa_notemplate,2e4h,2e4h,42,3,0.586,0.76,6.061,2.116
msa_notemplate,2e4h,2e4h,42,4,0.75,0.8,2.907,1.343
msa_notemplate,2e4h,2e4h,44,0,0.689,0.68,3.531,1.403
msa_notemplate,2e4h,2e4h,44,1,0.638,0.72,4.639,1.754
msa_notemplate,2e4h,2e4h,42,1,0.729,0.76,3.322,1.334
msa_notemplate,2e4h,2e4h,43,4,0.547,0.76,6.854,2.444
msa_notemplate,2e4h,2e4h,43,3,0.734,0.8,3.324,1.395
msa_notemplate,2e4h,2e4h,43,1,0.613,0.72,5.255,1.853
msa_notemplate,2e4h,2e4h,42,2,0.683,0.76,3.877,1.621
msa_notemplate,2e4h,2e4h,44,3,0.703,0.84,4.021,1.652
msa_notemplate,2e4h,2e4h,43,2,0.623,0.72,4.957,1.824
msa_notemplate,2e4h,2e4h,43,0,0.698,0.8,4.018,1.574
msa_notemplate,2e4h,2e4h,44,4,0.58,0.76,6.035,2.205
msa_notemplate,2fgr,2fgr,43,2,0.024,0.0,33.619,12.893
msa_notemplate,2fka,2fka,42,1,0.909,0.905,1.42,0.633
msa_notemplate,2fgr,2fgr,43,1,0.024,0.0,33.562,13.046
msa_notemplate,2e4h,2e4h,44,2,0.702,0.76,3.646,1.494
msa_notemplate,2fgr,2fgr,44,1,0.03,0.0,29.814,12.236
msa_notemplate,2fka,2fka,43,0,0.92,0.905,1.316,0.558
msa_notemplate,2fgr,2fgr,44,2,0.028,0.0,31.217,12.277
msa_notemplate,2fka,2fka,42,0,0.927,0.952,1.418,0.616
msa_notemplate,2hpl,2hpl,42,2,0.979,0.957,0.327,0.196
msa_notemplate,2fka,2fka,42,2,0.906,0.905,1.46,0.652
msa_notemplate,2fka,2fka,44,0,0.932,0.952,1.322,0.589
msa_notemplate,2fgr,2fgr,42,3,0.021,0.0,36.733,14.314
msa_notemplate,2fgr,2fgr,44,0,0.026,0.0,32.055,13.009
msa_notemplate,2fka,2fka,43,4,0.95,1.0,1.205,0.579
msa_notemplate,2fka,2fka,43,1,0.938,0.952,1.216,0.546
msa_notemplate,2hpl,2hpl,42,0,0.98,0.957,0.335,0.184
msa_notemplate,2fgr,2fgr,42,0,0.026,0.0,32.018,13.098
msa_notemplate,2fgr,2fgr,42,1,0.025,0.0,33.216,12.831
msa_notemplate,2fgr,2fgr,42,2,0.019,0.0,37.811,14.794
msa_notemplate,2fka,2fka,43,3,0.933,0.952,1.285,0.581
msa_notemplate,2hpl,2hpl,42,1,0.979,0.957,0.361,0.209
msa_notemplate,2fgr,2fgr,42,4,0.023,0.0,34.465,13.633
msa_notemplate,2fka,2fka,42,4,0.912,0.905,1.366,0.611
msa_notemplate,2fka,2fka,42,3,0.921,0.952,1.477,0.655
msa_notemplate,2hpl,2hpl,43,0,0.979,0.957,0.357,0.199
msa_notemplate,2fka,2fka,43,2,0.9,0.905,1.591,0.678
msa_notemplate,2fgr,2fgr,44,4,0.03,0.0,29.761,12.12
msa_notemplate,2hpl,2hpl,42,4,0.979,0.957,0.45,0.204
msa_notemplate,2fka,2fka,44,2,0.926,0.952,1.407,0.625
msa_notemplate,2fgr,2fgr,43,4,0.024,0.0,34.094,13.158
msa_notemplate,2fka,2fka,44,4,0.93,0.952,1.354,0.602
msa_notemplate,2fka,2fka,44,1,0.938,0.952,1.193,0.554
msa_notemplate,2fgr,2fgr,43,0,0.026,0.0,32.297,12.65
msa_notemplate,2fka,2fka,44,3,0.911,0.905,1.366,0.624
msa_notemplate,2fgr,2fgr,43,3,0.028,0.0,31.2,12.844
msa_notemplate,2hpl,2hpl,42,3,0.979,0.957,0.367,0.195
msa_notemplate,2hpl,2hpl,43,3,0.979,0.957,0.345,0.195
msa_notemplate,2hpl,2hpl,44,1,0.978,0.957,0.416,0.217
msa_notemplate,2hpl,2hpl,43,4,0.977,0.957,0.524,0.227
msa_notemplate,2hpl,2hpl,44,2,0.981,0.957,0.308,0.171
msa_notemplate,2hpl,2hpl,43,1,0.979,0.957,0.435,0.199
msa_notemplate,2ht9,2ht9,43,1,0.036,0.0,27.946,9.569
msa_notemplate,2fgr,2fgr,44,3,0.035,0.0,27.469,11.208
msa_notemplate,2hpl,2hpl,44,0,0.979,0.957,0.327,0.195
msa_notemplate,2hpl,2hpl,43,2,0.979,0.957,0.388,0.2
msa_notemplate,2ht9,2ht9,43,2,0.119,0.182,20.84,8.261
msa_notemplate,2ht9,2ht9,42,4,0.109,0.182,24.029,8.041
msa_notemplate,2ht9,2ht9,42,2,0.043,0.0,25.823,8.53
msa_notemplate,2ht9,2ht9,43,0,0.105,0.182,25.046,8.443
msa_notemplate,2ht9,2ht9,43,3,0.196,0.364,17.921,7.3
msa_notemplate,2ht9,2ht9,42,3,0.079,0.091,23.876,8.094
msa_notemplate,2hpl,2hpl,44,4,0.98,0.957,0.333,0.188
msa_notemplate,2hpl,2hpl,44,3,0.98,0.957,0.352,0.186
msa_notemplate,2i94,2i94,43,1,0.152,0.106,13.062,6.306
msa_notemplate,2i94,2i94,43,2,0.152,0.106,13.149,6.279
msa_notemplate,2ht9,2ht9,42,0,0.109,0.182,23.894,8.016
msa_notemplate,2i94,2i94,43,0,0.15,0.106,13.216,6.378
msa_notemplate,2ht9,2ht9,44,0,0.199,0.364,17.739,6.726
msa_notemplate,2ht9,2ht9,44,3,0.162,0.273,18.631,7.348
msa_notemplate,2i94,2i94,43,3,0.157,0.128,13.269,6.331
msa_notemplate,2ht9,2ht9,43,4,0.111,0.182,23.504,7.978
msa_notemplate,2ht9,2ht9,42,1,0.077,0.091,24.325,8.201
msa_notemplate,2i94,2i94,42,4,0.149,0.106,13.333,6.384
msa_notemplate,2ht9,2ht9,44,1,0.109,0.182,23.91,8.148
msa_notemplate,2ht9,2ht9,44,2,0.044,0.0,25.376,8.404
msa_notemplate,2i94,2i94,42,0,0.154,0.128,13.512,6.455
msa_notemplate,2ht9,2ht9,44,4,0.044,0.0,25.426,8.289
msa_notemplate,2i94,2i94,44,4,0.149,0.106,13.342,6.442
msa_notemplate,2i94,2i94,42,3,0.166,0.149,13.125,6.327
msa_notemplate,2i94,2i94,42,1,0.157,0.128,13.257,6.349
msa_notemplate,2i94,2i94,42,2,0.167,0.149,13.068,6.2
msa_notemplate,2i94,2i94,43,4,0.147,0.085,12.975,6.178
msa_notemplate,2i94,2i94,44,2,0.148,0.106,13.411,6.457
msa_notemplate,2i94,2i94,44,3,0.162,0.128,12.871,6.208
msa_notemplate,2i94,2i94,44,0,0.151,0.106,13.244,6.311
msa_notemplate,2i94,2i94,44,1,0.161,0.128,12.971,6.235
msa_notemplate,2ivz,2ivz,42,3,0.932,0.981,0.546,0.705
msa_notemplate,2jkg,2jkg,43,4,0.68,0.529,2.829,1.2
msa_notemplate,2jkg,2jkg,42,2,0.925,0.941,1.468,0.598
msa_notemplate,2jkg,2jkg,43,1,0.908,0.882,1.54,0.568
msa_notemplate,2jkg,2jkg,42,0,0.699,0.529,2.917,1.044
msa_notemplate,2jkg,2jkg,43,3,0.685,0.529,3.196,1.105
msa_notemplate,2jkg,2jkg,43,2,0.686,0.588,3.186,1.246
msa_notemplate,2jkg,2jkg,42,3,0.701,0.647,3.433,1.233
msa_notemplate,2ivz,2ivz,42,0,0.93,0.981,0.536,0.72
msa_notemplate,2jkg,2jkg,42,1,0.951,0.941,0.955,0.428
msa_notemplate,2jnw,2jnw,42,3,0.792,0.816,2.173,1.17
msa_notemplate,2jnw,2jnw,43,0,0.802,0.842,2.239,1.156
msa_notemplate,2ivz,2ivz,43,0,0.925,0.981,0.746,0.747
msa_notemplate,2ivz,2ivz,43,1,0.921,0.981,1.035,0.756
msa_notemplate,2ivz,2ivz,44,1,0.927,0.981,0.676,0.734
msa_notemplate,2ivz,2ivz,42,1,0.93,0.981,0.558,0.718
msa_notemplate,2ivz,2ivz,44,2,0.933,0.981,0.634,0.696
msa_notemplate,2jkg,2jkg,43,0,0.704,0.647,3.307,1.237
msa_notemplate,2jnw,2jnw,43,1,0.797,0.868,2.358,1.239
msa_notemplate,2jkg,2jkg,44,1,0.657,0.529,3.606,1.237
msa_notemplate,2jkg,2jkg,42,4,0.68,0.529,2.964,1.18
msa_notemplate,2jkg,2jkg,44,4,0.897,0.882,1.591,0.648
msa_notemplate,2ivz,2ivz,42,2,0.932,0.981,0.568,0.705
msa_notemplate,2jkg,2jkg,44,2,0.919,0.882,1.153,0.518
msa_notemplate,2ivz,2ivz,44,0,0.928,0.981,0.491,0.735
msa_notemplate,2jnw,2jnw,42,0,0.79,0.842,2.406,1.22
msa_notemplate,2ivz,2ivz,43,4,0.914,0.981,1.093,0.805
msa_notemplate,2jnw,2jnw,42,1,0.801,0.842,2.147,1.176
msa_notemplate,2jnw,2jnw,42,4,0.807,0.842,2.071,1.136
msa_notemplate,2ivz,2ivz,43,2,0.932,0.981,0.575,0.703
msa_notemplate,2ivz,2ivz,43,3,0.93,0.981,0.722,0.711
msa_notemplate,2jnw,2jnw,42,2,0.789,0.842,2.337,1.237
msa_notemplate,2ivz,2ivz,42,4,0.926,0.981,0.584,0.747
msa_notemplate,2jkg,2jkg,44,0,0.647,0.588,3.982,1.401
msa_notemplate,2ivz,2ivz,44,4,0.929,0.981,0.595,0.722
msa_notemplate,2jnw,2jnw,43,3,0.758,0.816,2.775,1.343
msa_notemplate,2jnw,2jnw,43,2,0.825,0.868,1.902,1.089
msa_notemplate,2jnw,2jnw,43,4,0.79,0.842,2.388,1.224
msa_notemplate,2ivz,2ivz,44,3,0.928,0.981,0.637,0.73
msa_notemplate,2jkg,2jkg,44,3,0.673,0.529,3.148,1.199
msa_notemplate,2jqk,2jqk,42,2,0.848,0.875,2.005,0.932
msa_notemplate,2jnw,2jnw,44,2,0.795,0.842,2.269,1.2
msa_notemplate,2jnw,2jnw,44,1,0.793,0.816,2.152,1.165
msa_notemplate,2jnw,2jnw,44,4,0.782,0.842,2.503,1.266
msa_notemplate,2jnw,2jnw,44,0,0.786,0.842,2.456,1.24
msa_notemplate,2jnw,2jnw,44,3,0.799,0.842,2.216,1.174
msa_notemplate,2jqk,2jqk,42,0,0.841,0.917,2.262,1.049
msa_notemplate,2jqk,2jqk,42,1,0.834,0.833,1.942,0.942
msa_notemplate,2jqk,2jqk,42,3,0.839,0.833,1.809,0.916
msa_notemplate,2jqk,2jqk,43,1,0.845,0.875,1.914,0.961
msa_notemplate,2jqk,2jqk,42,4,0.832,0.833,1.86,0.96
msa_notemplate,2jqk,2jqk,43,3,0.847,0.875,1.931,0.946
msa_notemplate,2jqk,2jqk,43,0,0.829,0.875,2.195,1.039
msa_notemplate,2jqk,2jqk,44,4,0.838,0.875,2.079,0.994
msa_notemplate,2jqk,2jqk,43,2,0.807,0.833,2.217,1.099
msa_notemplate,2jqk,2jqk,44,3,0.828,0.833,2.042,0.968
msa_notemplate,2jqk,2jqk,43,4,0.795,0.792,2.32,1.07
msa_notemplate,2jqk,2jqk,44,0,0.843,0.875,2.014,0.965
msa_notemplate,2ka9,2ka9,43,4,0.011,0.0,51.945,18.178
msa_notemplate,2ka9,2ka9,44,1,0.01,0.0,56.18,18.919
msa_notemplate,2jqk,2jqk,44,1,0.803,0.875,2.556,1.185
msa_notemplate,2ka9,2ka9,42,0,0.012,0.0,50.186,15.737
msa_notemplate,2jqk,2jqk,44,2,0.842,0.875,2.005,0.974
msa_notemplate,2kbr,2kbr,42,0,0.815,0.838,1.774,1.104
msa_notemplate,2ka9,2ka9,44,0,0.011,0.0,52.157,18.509
msa_notemplate,2kbr,2kbr,42,1,0.737,0.676,2.077,1.245
msa_notemplate,2ka9,2ka9,43,2,0.012,0.0,50.312,16.509
msa_notemplate,2ka9,2ka9,42,4,0.01,0.0,55.596,18.751
msa_notemplate,2ka9,2ka9,44,2,0.013,0.0,48.322,17.188
msa_notemplate,2ka9,2ka9,42,1,0.011,0.0,52.528,17.027
msa_notemplate,2ka9,2ka9,43,0,0.013,0.0,48.776,16.662
msa_notemplate,2ka9,2ka9,44,3,0.014,0.0,46.732,15.555
msa_notemplate,2ka9,2ka9,42,2,0.012,0.0,50.097,16.013
msa_notemplate,2kbr,2kbr,43,0,0.739,0.703,2.15,1.289
msa_notemplate,2ka9,2ka9,43,3,0.012,0.0,52.49,15.571
msa_notemplate,2ka9,2ka9,42,3,0.015,0.0,45.387,14.865
msa_notemplate,2ka9,2ka9,44,4,0.014,0.0,46.484,16.237
msa_notemplate,2kbr,2kbr,42,2,0.785,0.73,1.615,1.078
msa_notemplate,2kbr,2kbr,42,4,0.647,0.595,2.322,1.774
msa_notemplate,2ka9,2ka9,43,1,0.011,0.0,51.368,17.897
msa_notemplate,2kbr,2kbr,44,1,0.716,0.757,2.185,1.65
msa_notemplate,2kbr,2kbr,42,3,0.838,0.811,1.278,0.921
msa_notemplate,2kbr,2kbr,43,1,0.784,0.757,1.888,1.12
msa_notemplate,2kbr,2kbr,43,3,0.8,0.838,1.912,1.196
msa_notemplate,2kbr,2kbr,43,4,0.727,0.703,2.317,1.364
msa_notemplate,2kbr,2kbr,43,2,0.794,0.784,1.808,1.121
msa_notemplate,2kbr,2kbr,44,4,0.786,0.784,1.893,1.174
msa_notemplate,2kbr,2kbr,44,0,0.8,0.811,1.809,1.147
msa_notemplate,2ke1,2ke1,44,0,0.773,0.88,2.942,1.366
msa_notemplate,2kbr,2kbr,44,2,0.767,0.757,2.049,1.229
msa_notemplate,2kbr,2kbr,44,3,0.716,0.676,2.018,1.423
msa_notemplate,2ke1,2ke1,42,2,0.851,0.92,2.876,0.897
msa_notemplate,2ke1,2ke1,42,1,0.797,0.92,3.557,1.175
msa_notemplate,2ke1,2ke1,42,3,0.831,0.9,2.601,1.032
msa_notemplate,2ke1,2ke1,43,0,0.848,0.96,2.162,1.111
msa_notemplate,2ke1,2ke1,43,3,0.83,0.86,2.159,1.003
msa_notemplate,2ke1,2ke1,42,0,0.724,0.92,2.413,2.156
msa_notemplate,2ke1,2ke1,43,4,0.718,0.86,4.291,1.513
msa_notemplate,2khh,2khh,43,4,0.592,0.586,4.279,1.87
msa_notemplate,2ke1,2ke1,43,2,0.837,0.88,2.657,0.938
msa_notemplate,2khh,2khh,42,2,0.675,0.724,3.465,1.678
msa_notemplate,2ke1,2ke1,44,2,0.82,0.92,3.298,1.049
msa_notemplate,2khh,2khh,42,1,0.65,0.759,4.078,1.926
msa_notemplate,2ke1,2ke1,42,4,0.893,0.94,1.642,0.811
msa_notemplate,2khh,2khh,42,0,0.58,0.655,4.976,2.095
msa_notemplate,2ke1,2ke1,44,4,0.805,0.84,3.196,0.987
msa_notemplate,2khh,2khh,44,4,0.654,0.69,3.431,1.792
msa_notemplate,2khh,2khh,42,4,0.554,0.621,4.081,2.751
msa_notemplate,2khh,2khh,43,0,0.698,0.793,3.443,1.691
msa_notemplate,2khh,2khh,44,3,0.657,0.759,3.458,2.029
msa_notemplate,2ke1,2ke1,43,1,0.805,0.86,3.455,0.987
msa_notemplate,2ke1,2ke1,44,3,0.695,0.84,2.78,2.078
msa_notemplate,2khh,2khh,42,3,0.718,0.793,3.047,1.579
msa_notemplate,2khh,2khh,44,1,0.655,0.724,3.651,1.845
msa_notemplate,2khh,2khh,43,2,0.694,0.724,3.176,1.559
msa_notemplate,2khh,2khh,44,0,0.583,0.621,4.469,2.062
msa_notemplate,2khh,2khh,43,3,0.682,0.793,3.1,1.954
msa_notemplate,2khh,2khh,43,1,0.715,0.759,3.013,1.502
msa_notemplate,2khh,2khh,44,2,0.718,0.793,3.231,1.54
msa_notemplate,2ke1,2ke1,44,1,0.804,0.9,3.786,1.032
msa_notemplate,2koh,2koh,42,1,0.536,0.784,8.651,2.129
msa_notemplate,2koh,2koh,43,1,0.468,0.757,10.746,2.524
msa_notemplate,2koh,2koh,43,0,0.543,0.757,6.528,2.64
msa_notemplate,2koh,2koh,44,3,0.372,0.73,15.505,3.497
msa_notemplate,2koh,2koh,43,2,0.515,0.784,9.042,2.342
msa_notemplate,2koh,2koh,44,1,0.516,0.73,8.217,2.28
msa_notemplate,2koh,2koh,42,0,0.657,0.757,4.693,1.668
msa_notemplate,2las,2las,42,1,0.446,0.515,6.569,3.018
msa_notemplate,2koh,2koh,42,3,0.562,0.811,8.324,1.977
msa_notemplate,2koh,2koh,42,4,0.406,0.757,13.058,3.382
msa_notemplate,2koh,2koh,43,4,0.658,0.811,4.737,1.832
msa_notemplate,2koh,2koh,42,2,0.543,0.784,7.918,2.24
msa_notemplate,2koh,2koh,43,3,0.425,0.784,13.354,2.973
msa_notemplate,2las,2las,42,3,0.575,0.545,4.042,1.985
msa_notemplate,2koh,2koh,44,0,0.632,0.703,4.626,1.759
msa_notemplate,2las,2las,42,4,0.423,0.394,6.35,2.713
msa_notemplate,2koh,2koh,44,2,0.375,0.73,14.531,3.732
msa_notemplate,2las,2las,42,0,0.385,0.333,6.828,2.877
msa_notemplate,2las,2las,43,0,0.519,0.545,5.178,2.392
msa_notemplate,2las,2las,44,1,0.703,0.818,3.57,1.695
msa_notemplate,2las,2las,44,0,0.426,0.424,6.574,2.758
msa_notemplate,2las,2las,42,2,0.375,0.394,7.845,3.089
msa_notemplate,2las,2las,43,2,0.4,0.394,6.985,2.921
msa_notemplate,2las,2las,43,3,0.746,0.788,2.394,1.428
