complex,seed,id,ipSAE_max,ipSAE_min
2las,44,0,0.285347,0.0801
2las,44,1,0.145872,0.044916
2las,44,2,0.26478,0.095607
2las,44,3,0.30625,0.091649
2las,44,4,0.322803,0.093197
2lsi,42,0,0.678986,0.174513
2lsi,42,1,0.681458,0.175254
2lsi,42,2,0.699495,0.174851
2lsi,42,3,0.699982,0.176285
2lsi,42,4,0.721007,0.187694
2lsi,43,0,0.720977,0.18345
2lsi,43,1,0.712684,0.191537
2lsi,43,2,0.729501,0.186223
2lsi,43,3,0.730635,0.205225
2lsi,43,4,0.725746,0.19779
2lsi,44,0,0.718988,0.184427
2lsi,44,1,0.67608,0.173127
2lsi,44,2,0.716945,0.17976
2lsi,44,3,0.715279,0.193017
2lsi,44,4,0.731975,0.191817
2m0v,42,0,0.624357,0.304189
2m0v,42,1,0.625109,0.289116
2m0v,42,2,0.617929,0.310865
2m0v,42,3,0.626316,0.280634
2m0v,42,4,0.6414,0.291237
2m0v,43,0,0.631147,0.299068
2m0v,43,1,0.651964,0.291929
2m0v,43,2,0.64756,0.319822
2m0v,43,3,0.650077,0.287309
2m0v,43,4,0.639498,0.306708
2m0v,44,0,0.660044,0.346178
2m0v,44,1,0.613189,0.323448
2m0v,44,2,0.630427,0.299068
2m0v,44,3,0.627882,0.29816
2m0v,44,4,0.65831,0.351737
2nnu,42,0,0.754784,0.251372
2nnu,42,1,0.737335,0.240007
2nnu,42,2,0.776528,0.271057
2nnu,42,3,0.777294,0.272059
2nnu,42,4,0.779791,0.280268
2nnu,43,0,0.764912,0.260169
2nnu,43,1,0.725015,0.2246
2nnu,43,2,0.744649,0.244541
2nnu,43,3,0.767241,0.263235
2nnu,43,4,0.765827,0.262833
2nnu,44,0,0.751033,0.242928
2nnu,44,1,0.77208,0.262984
2nnu,44,2,0.755619,0.256409
2nnu,44,3,0.754704,0.250626
2nnu,44,4,0.787464,0.282627
2o9v,42,0,0.78328,0.482251
2o9v,42,1,0.787671,0.478483
2o9v,42,2,0.782047,0.481753
2o9v,42,3,0.794154,0.498656
2o9v,42,4,0.790307,0.485763
2o9v,43,0,0.76696,0.470076
2o9v,43,1,0.77269,0.478483
2o9v,43,2,0.778298,0.478483
2o9v,43,3,0.772609,0.46433
2o9v,43,4,0.786002,0.478483
2o9v,44,0,0.78925,0.487002
2o9v,44,1,0.782949,0.485144
2o9v,44,2,0.787649,0.490514
2o9v,44,3,0.790267,0.486625
2o9v,44,4,0.781654,0.478483
2p1o,42,0,0.658024,0.106497
2p1o,42,1,0.590751,0.086177
2p1o,42,2,0.561035,0.081207
2p1o,42,3,0.555089,0.080633
2p1o,42,4,0.581671,0.085278
2p1o,43,0,0.575283,0.08228
2p1o,43,1,0.711892,0.147875
2p1o,43,2,0.659684,0.108369
2p1o,43,3,0.57384,0.0802
2p1o,43,4,0.654483,0.112055
2p1o,44,0,0.022941,0.013691
2p1o,44,1,0.04209,0.029649
2p1o,44,2,0.041932,0.033676
2p1o,44,3,0.027098,0.012905
2p1o,44,4,0.021006,0.012778
2qos,42,0,0.902,0.471995
2qos,42,1,0.892356,0.450389
2qos,42,2,0.900856,0.471995
2qos,42,3,0.892932,0.450389
2qos,42,4,0.893591,0.450389
2qos,43,0,0.905846,0.475873
2qos,43,1,0.890648,0.450389
2qos,43,2,0.893541,0.450389
2qos,43,3,0.897397,0.454266
2qos,43,4,0.902636,0.467676
2qos,44,0,0.883993,0.439586
2qos,44,1,0.889158,0.446511
2qos,44,2,0.893599,0.446511
2qos,44,3,0.895503,0.459027
2qos,44,4,0.891335,0.450389
2r7g,42,0,0.882453,0.396527
2r7g,42,1,0.881177,0.395634
2r7g,42,2,0.887203,0.402458
2r7g,42,3,0.879463,0.37432
2r7g,42,4,0.881595,0.400142
2r7g,43,0,0.884528,0.389883
2r7g,43,1,0.891982,0.406585
2r7g,43,2,0.885565,0.396527
2r7g,43,3,0.89813,0.422497
2r7g,43,4,0.877733,0.388761
2r7g,44,0,0.881823,0.393512
2r7g,44,1,0.887434,0.391776
2r7g,44,2,0.87807,0.381938
2r7g,44,3,0.87854,0.393512
2r7g,44,4,0.880612,0.388761
2rol,42,0,0.326343,0.151848
2rol,42,1,0.194424,0.095502
2rol,42,2,0.293065,0.14138
2rol,42,3,0.297677,0.147949
2rol,42,4,0.366853,0.180354
2rol,43,0,0.232642,0.112109
2rol,43,1,0.298506,0.140034
2rol,43,2,0.294673,0.128703
2rol,43,3,0.286305,0.129069
2rol,43,4,0.277531,0.135661
2rol,44,0,0.262456,0.123758
2rol,44,1,0.21119,0.109775
2rol,44,2,0.187465,0.09296
2rol,44,3,0.376151,0.184464
2rol,44,4,0.278651,0.127153
2v8c,42,0,0.272324,0.061611
2v8c,42,1,0.294801,0.073063
2v8c,42,2,0.238321,0.056876
2v8c,42,3,0.233428,0.052855
2v8c,42,4,0.271495,0.060361
2v8c,43,0,0.285129,0.064876
2v8c,43,1,0.210677,0.050859
2v8c,43,2,0.303844,0.070635
2v8c,43,3,0.271891,0.063491
2v8c,43,4,0.297916,0.063428
2v8c,44,0,0.248917,0.056315
2v8c,44,1,0.271146,0.060551
2v8c,44,2,0.276266,0.057306
2v8c,44,3,0.286512,0.065349
2v8c,44,4,0.243154,0.05684
2vzg,42,0,0.324332,0.110926
2vzg,42,1,0.349861,0.110163
2vzg,42,2,0.237618,0.087928
2vzg,42,3,0.322444,0.11027
2vzg,42,4,0.451497,0.14321
2vzg,43,0,0.320278,0.102078
2vzg,43,1,0.311655,0.103831
2vzg,43,2,0.275338,0.091253
2vzg,43,3,0.29604,0.099212
2vzg,43,4,0.354268,0.11588
2vzg,44,0,0.300478,0.101421
2vzg,44,1,0.242264,0.085671
2vzg,44,2,0.39889,0.120135
2vzg,44,3,0.320261,0.100319
2vzg,44,4,0.311783,0.101046
2xcb,42,0,0.867854,0.463537
2xcb,42,1,0.884284,0.494552
2xcb,42,2,0.872377,0.463537
2xcb,42,3,0.868257,0.473244
2xcb,42,4,0.874114,0.476593
2xcb,43,0,0.869621,0.467305
2xcb,43,1,0.871647,0.469476
2xcb,43,2,0.867972,0.463537
2xcb,43,3,0.874144,0.473244
2xcb,43,4,0.875003,0.476593
2xcb,44,0,0.868205,0.479805
2xcb,44,1,0.871291,0.469476
2xcb,44,2,0.867369,0.463537
2xcb,44,3,0.870198,0.473244
2xcb,44,4,0.866816,0.467305
2xpn,42,0,0.803107,0.334265
2xpn,42,1,0.796104,0.337435
2xpn,42,2,0.805883,0.349568
2xpn,42,3,0.793084,0.34399
2xpn,42,4,0.794783,0.329273
2xpn,43,0,0.801829,0.329928
2xpn,43,1,0.82331,0.365801
2xpn,43,2,0.80578,0.338988
2xpn,43,3,0.801108,0.338998
2xpn,43,4,0.798022,0.325404
2xpn,44,0,0.803952,0.341921
2xpn,44,1,0.767995,0.315634
2xpn,44,2,0.795588,0.326049
2xpn,44,3,0.795761,0.331607
2xpn,44,4,0.813675,0.345036
2xrw,42,0,0.580723,0.096376
2xrw,42,1,0.552815,0.095977
2xrw,42,2,0.549102,0.088732
2xrw,42,3,0.576973,0.097443
2xrw,42,4,0.6075,0.106417
2xrw,43,0,0.632778,0.120735
2xrw,43,1,0.634854,0.125976
2xrw,43,2,0.627877,0.117134
2xrw,43,3,0.61828,0.115649
2xrw,43,4,0.632377,0.11805
2xrw,44,0,0.616869,0.106714
2xrw,44,1,0.623071,0.112547
2xrw,44,2,0.631335,0.113421
2xrw,44,3,0.653359,0.123821
2xrw,44,4,0.624973,0.114474
2ymt,42,0,0.840904,0.529508
2ymt,42,1,0.843297,0.539053
2ymt,42,2,0.839796,0.52316
2ymt,42,3,0.834166,0.52316
2ymt,42,4,0.840572,0.529508
2ymt,43,0,0.839516,0.52316
2ymt,43,1,0.835014,0.529508
2ymt,43,2,0.829095,0.514413
2ymt,43,3,0.850249,0.536617
2ymt,43,4,0.837677,0.52316
2ymt,44,0,0.842363,0.529508
2ymt,44,1,0.833112,0.52316
2ymt,44,2,0.838887,0.52316
2ymt,44,3,0.842034,0.529508
2ymt,44,4,0.839042,0.529508
3agy,42,0,0.626681,0.370558
3agy,42,1,0.627389,0.369309
3agy,42,2,0.620066,0.355733
3agy,42,3,0.625994,0.367365
3agy,42,4,0.611711,0.352329
3agy,43,0,0.603099,0.322238
3agy,43,1,0.63176,0.377286
3agy,43,2,0.612151,0.343716
3agy,43,3,0.607571,0.338138
3agy,43,4,0.623825,0.360158
3agy,44,0,0.625288,0.391572
3agy,44,1,0.626679,0.384074
3agy,44,2,0.632982,0.408926
3agy,44,3,0.630148,0.398044
3agy,44,4,0.638754,0.408926
3bej,42,0,0.699638,0.23956
3bej,42,1,0.682647,0.231085
3bej,42,2,0.709901,0.250748
3bej,42,3,0.687906,0.228856
3bej,42,4,0.704237,0.240028
3bej,43,0,0.720375,0.244622
3bej,43,1,0.697904,0.234677
3bej,43,2,0.714007,0.247517
3bej,43,3,0.706579,0.240498
3bej,43,4,0.711501,0.237583
3bej,44,0,0.691952,0.229542
3bej,44,1,0.685116,0.223703
3bej,44,2,0.68746,0.225675
3bej,44,3,0.688015,0.234054
3bej,44,4,0.694317,0.2315
3bqo,42,0,0.828312,0.341433
3bqo,42,1,0.853864,0.383862
3bqo,42,2,0.838953,0.353333
3bqo,42,3,0.832398,0.350944
3bqo,42,4,0.82211,0.337747
3bqo,43,0,0.834783,0.350699
3bqo,43,1,0.8261,0.349841
3bqo,43,2,0.822324,0.359041
3bqo,43,3,0.824978,0.337295
3bqo,43,4,0.812134,0.337785
3bqo,44,0,0.836799,0.346155
3bqo,44,1,0.827311,0.355404
3bqo,44,2,0.83503,0.362258
3bqo,44,3,0.831486,0.376511
3bqo,44,4,0.815587,0.344765
3emh,42,0,0.677198,0.219451
3emh,42,1,0.704246,0.245655
3emh,42,2,0.683868,0.226093
3emh,42,3,0.621034,0.190377
3emh,42,4,0.662699,0.231016
3emh,43,0,0.759593,0.284315
3emh,43,1,0.68609,0.224405
3emh,43,2,0.63515,0.203295
3emh,43,3,0.715874,0.251379
3emh,43,4,0.740762,0.259518
3emh,44,0,0.613356,0.187186
3emh,44,1,0.617165,0.19848
3emh,44,2,0.65304,0.228224
3emh,44,3,0.634321,0.200447
3emh,44,4,0.668562,0.231123
3emw,42,0,0.870645,0.476102
3emw,42,1,0.862158,0.444542
3emw,42,2,0.877553,0.470817
3emw,42,3,0.870073,0.466729
3emw,42,4,0.867808,0.468604
3emw,43,0,0.872005,0.475697
3emw,43,1,0.873408,0.470853
3emw,43,2,0.872254,0.468604
3emw,43,3,0.880818,0.476102
3emw,43,4,0.881059,0.485919
3emw,44,0,0.876057,0.478421
3emw,44,1,0.863823,0.460838
3emw,44,2,0.86505,0.469676
3emw,44,3,0.886087,0.48449
3emw,44,4,0.871287,0.464298
3et3,42,0,0.812551,0.306405
3et3,42,1,0.818524,0.31715
3et3,42,2,0.819222,0.321281
3et3,42,3,0.81342,0.317085
3et3,42,4,0.796237,0.299417
3et3,43,0,0.805806,0.296236
3et3,43,1,0.80257,0.307562
3et3,43,2,0.81306,0.313742
3et3,43,3,0.817186,0.317976
3et3,43,4,0.8006,0.300993
3et3,44,0,0.788929,0.272984
3et3,44,1,0.809871,0.301796
3et3,44,2,0.818845,0.320797
3et3,44,3,0.812463,0.310404
3et3,44,4,0.81573,0.302007
3fp2,42,0,0.401865,0.159009
3fp2,42,1,0.401628,0.160428
3fp2,42,2,0.409153,0.162722
3fp2,42,3,0.366587,0.158936
3fp2,42,4,0.376051,0.165944
3fp2,43,0,0.42858,0.173369
3fp2,43,1,0.360482,0.141327
3fp2,43,2,0.410959,0.161682
3fp2,43,3,0.380355,0.165194
3fp2,43,4,0.373048,0.164852
3fp2,44,0,0.376593,0.160415
3fp2,44,1,0.400609,0.15082
3fp2,44,2,0.379903,0.158865
3fp2,44,3,0.383007,0.147959
3fp2,44,4,0.369086,0.169343
3g2s,42,0,0.842013,0.370296
3g2s,42,1,0.812141,0.36674
3g2s,42,2,0.814782,0.371437
3g2s,42,3,0.818165,0.375685
3g2s,42,4,0.802994,0.364139
3g2s,43,0,0.82913,0.381115
3g2s,43,1,0.817828,0.359872
3g2s,43,2,0.828894,0.362265
3g2s,43,3,0.787393,0.356527
3g2s,43,4,0.815459,0.370296
3g2s,44,0,0.810295,0.36428
3g2s,44,1,0.83564,0.378006
3g2s,44,2,0.822829,0.366684
3g2s,44,3,0.813934,0.370933
3g2s,44,4,0.831359,0.374997
3h1z,42,0,0.441204,0.076813
3h1z,42,1,0.425712,0.077814
3h1z,42,2,0.433545,0.074874
3h1z,42,3,0.44449,0.075594
3h1z,42,4,0.37648,0.064634
3h1z,43,0,0.365534,0.061099
3h1z,43,1,0.330495,0.052852
3h1z,43,2,0.289147,0.054654
3h1z,43,3,0.370475,0.062111
3h1z,43,4,0.391273,0.06872
3h1z,44,0,0.386805,0.064816
3h1z,44,1,0.382626,0.064353
3h1z,44,2,0.445133,0.077884
3h1z,44,3,0.404452,0.067237
3h1z,44,4,0.387277,0.062865
3i5r,42,0,0.784253,0.461225
3i5r,42,1,0.763753,0.445375
3i5r,42,2,0.79096,0.476733
3i5r,42,3,0.763137,0.432364
3i5r,42,4,0.751446,0.430006
3i5r,43,0,0.752779,0.425774
3i5r,43,1,0.763965,0.435011
3i5r,43,2,0.765491,0.437659
3i5r,43,3,0.778224,0.450114
3i5r,43,4,0.777413,0.450114
3i5r,44,0,0.795194,0.464083
3i5r,44,1,0.769042,0.445375
3i5r,44,2,0.79231,0.460733
3i5r,44,3,0.773533,0.450114
3i5r,44,4,0.772098,0.453091
3obq,42,0,0.641798,0.234161
3obq,42,1,0.640253,0.228266
3obq,42,2,0.6445,0.234035
3obq,42,3,0.662576,0.253123
3obq,42,4,0.682223,0.267157
3obq,43,0,0.681161,0.26615
3obq,43,1,0.667475,0.25535
3obq,43,2,0.646176,0.238757
3obq,43,3,0.65152,0.248547
3obq,43,4,0.670679,0.255227
3obq,44,0,0.660115,0.252072
3obq,44,1,0.661168,0.259582
3obq,44,2,0.684727,0.260714
3obq,44,3,0.668456,0.258392
3obq,44,4,0.667308,0.24611
3p72,42,0,0.918064,0.457058
3p72,42,1,0.918434,0.452287
3p72,42,2,0.908451,0.428626
3p72,42,3,0.911297,0.429786
3p72,42,4,0.908094,0.422004
3p72,43,0,0.916934,0.452287
3p72,43,1,0.901922,0.412082
3p72,43,2,0.911724,0.429786
3p72,43,3,0.91212,0.435586
3p72,43,4,0.917001,0.447967
3p72,44,0,0.914426,0.440455
3p72,44,1,0.908673,0.428626
3p72,44,2,0.917732,0.452287
3p72,44,3,0.910464,0.433248
3p72,44,4,0.902093,0.41813
3pe4,42,0,0.0,0.0
3pe4,42,1,0.0,0.0
3pe4,42,2,0.0,0.0
3pe4,42,3,0.0,0.0
3pe4,42,4,0.0,0.0
3pe4,43,0,0.0,0.0
3pe4,43,1,0.0,0.0
3pe4,43,2,0.0,0.0
3pe4,43,3,0.0,0.0
3pe4,43,4,0.0,0.0
3pe4,44,0,0.0101,0.0
3pe4,44,1,0.010886,0.0
3pe4,44,2,0.01334,0.01143
3pe4,44,3,0.013652,0.010959
3pe4,44,4,0.013652,0.01143
3plu,42,0,0.822373,0.481865
3plu,42,1,0.832687,0.495092
3plu,42,2,0.823183,0.481588
3plu,42,3,0.821456,0.478949
3plu,42,4,0.80865,0.46127
3plu,43,0,0.795608,0.449085
3plu,43,1,0.816857,0.476579
3plu,43,2,0.801176,0.452267
3plu,43,3,0.79474,0.436658
3plu,43,4,0.788712,0.436421
3plu,44,0,0.823367,0.476579
3plu,44,1,0.819515,0.476579
3plu,44,2,0.82088,0.484234
3plu,44,3,0.830424,0.486897
3plu,44,4,0.81715,0.468931
3r42,42,0,0.743497,0.350003
3r42,42,1,0.746637,0.357979
3r42,42,2,0.766338,0.380881
3r42,42,3,0.766336,0.388213
3r42,42,4,0.744385,0.369487
3r42,43,0,0.772813,0.38708
3r42,43,1,0.757721,0.372161
3r42,43,2,0.749266,0.371853
3r42,43,3,0.746289,0.352041
3r42,43,4,0.753166,0.375426
3r42,44,0,0.756594,0.374396
3r42,44,1,0.753631,0.369487
3r42,44,2,0.771899,0.381207
3r42,44,3,0.785441,0.405005
3r42,44,4,0.773404,0.388166
3s9c,42,0,0.756142,0.221687
3s9c,42,1,0.697555,0.219248
3s9c,42,2,0.739407,0.219453
3s9c,42,3,0.715435,0.187607
3s9c,42,4,0.699449,0.194204
3s9c,43,0,0.703739,0.206293
3s9c,43,1,0.680384,0.182783
3s9c,43,2,0.6735,0.167822
3s9c,43,3,0.646823,0.169643
3s9c,43,4,0.659867,0.176263
3s9c,44,0,0.708492,0.195432
3s9c,44,1,0.688173,0.194042
3s9c,44,2,0.680376,0.181955
3s9c,44,3,0.707387,0.200193
3s9c,44,4,0.728828,0.204495
3shb,42,0,0.732977,0.345455
3shb,42,1,0.735162,0.344306
3shb,42,2,0.679106,0.307915
3shb,42,3,0.725811,0.333604
3shb,42,4,0.745268,0.35215
3shb,43,0,0.736295,0.342975
3shb,43,1,0.750139,0.355024
3shb,43,2,0.747059,0.349133
3shb,43,3,0.742238,0.349133
3shb,43,4,0.714792,0.351989
3shb,44,0,0.737008,0.341052
3shb,44,1,0.741056,0.351558
3shb,44,2,0.744612,0.345532
3shb,44,3,0.669592,0.323303
3shb,44,4,0.748269,0.351398
3tiw,42,0,0.789104,0.242445
3tiw,42,1,0.790914,0.262894
3tiw,42,2,0.784834,0.24265
3tiw,42,3,0.805978,0.258813
3tiw,42,4,0.802667,0.256977
3tiw,43,0,0.801036,0.257173
3tiw,43,1,0.809702,0.267227
3tiw,43,2,0.804517,0.261641
3tiw,43,3,0.820893,0.278499
3tiw,43,4,0.798143,0.2608
3tiw,44,0,0.782086,0.241049
3tiw,44,1,0.814772,0.275375
3tiw,44,2,0.801759,0.264285
3tiw,44,3,0.785686,0.239922
3tiw,44,4,0.802451,0.264216
3v2o,42,0,0.10563,0.033052
3v2o,42,1,0.069029,0.03228
3v2o,42,2,0.127121,0.036887
3v2o,42,3,0.104146,0.032561
3v2o,42,4,0.199491,0.046813
3v2o,43,0,0.081792,0.031345
3v2o,43,1,0.014831,0.012235
3v2o,43,2,0.01797,0.012776
3v2o,43,3,0.016999,0.013194
3v2o,43,4,0.019818,0.014401
3v2o,44,0,0.130498,0.040204
3v2o,44,1,0.054395,0.028287
3v2o,44,2,0.128539,0.037897
3v2o,44,3,0.088247,0.033644
3v2o,44,4,0.075866,0.030268
3wgx,42,0,0.79323,0.379526
3wgx,42,1,0.817927,0.437076
3wgx,42,2,0.817559,0.432621
3wgx,42,3,0.817988,0.435535
3wgx,42,4,0.809788,0.446086
3wgx,43,0,0.824729,0.460187
3wgx,43,1,0.815974,0.431075
3wgx,43,2,0.815195,0.453399
3wgx,43,3,0.81035,0.416739
3wgx,43,4,0.811937,0.435535
3wgx,44,0,0.820445,0.460187
3wgx,44,1,0.81826,0.424659
3wgx,44,2,0.810891,0.452873
3wgx,44,3,0.817537,0.424288
3wgx,44,4,0.811974,0.424847
3zrj,42,0,0.022041,0.011148
3zrj,42,1,0.02213,0.011601
3zrj,42,2,0.022745,0.011432
3zrj,42,3,0.079039,0.036055
3zrj,42,4,0.025161,0.012467
3zrj,43,0,0.022035,0.01155
3zrj,43,1,0.081557,0.02681
3zrj,43,2,0.121328,0.042506
3zrj,43,3,0.159053,0.034442
3zrj,43,4,0.115498,0.03138
3zrj,44,0,0.02191,0.011075
3zrj,44,1,0.215954,0.035495
3zrj,44,2,0.065614,0.028282
3zrj,44,3,0.249174,0.037202
3zrj,44,4,0.100226,0.029748
4a2a,42,0,0.815345,0.355957
4a2a,42,1,0.815252,0.363761
4a2a,42,2,0.818269,0.368133
4a2a,42,3,0.805134,0.341648
4a2a,42,4,0.805679,0.349215
4a2a,43,0,0.816337,0.341506
4a2a,43,1,0.817594,0.349875
4a2a,43,2,0.816115,0.344172
4a2a,43,3,0.807024,0.338219
4a2a,43,4,0.804687,0.323693
4a2a,44,0,0.810776,0.343466
4a2a,44,1,0.826568,0.370151
4a2a,44,2,0.824579,0.365815
4a2a,44,3,0.816781,0.367021
4a2a,44,4,0.807998,0.336324
4bt9,42,0,0.193657,0.075152
4bt9,42,1,0.167453,0.064701
4bt9,42,2,0.184409,0.067764
4bt9,42,3,0.183916,0.069381
4bt9,42,4,0.030935,0.014998
4bt9,43,0,0.176185,0.071259
4bt9,43,1,0.189324,0.075968
4bt9,43,2,0.027668,0.016342
4bt9,43,3,0.175954,0.070431
4bt9,43,4,0.20155,0.081319
4bt9,44,0,0.022573,0.015803
4bt9,44,1,0.183184,0.076622
4bt9,44,2,0.163081,0.071339
4bt9,44,3,0.135791,0.058686
4bt9,44,4,0.13688,0.057686
4c5a,42,0,0.016954,0.013239
4c5a,42,1,0.01185,0.0
4c5a,42,2,0.01888,0.013096
4c5a,42,3,0.012509,0.011987
4c5a,42,4,0.01202,0.0
4c5a,43,0,0.021344,0.013016
4c5a,43,1,0.021458,0.012865
4c5a,43,2,0.010516,0.0
4c5a,43,3,0.0,0.0
4c5a,43,4,0.0,0.0
4c5a,44,0,0.0,0.0
4c5a,44,1,0.012749,0.010734
4c5a,44,2,0.016172,0.011191
4c5a,44,3,0.048395,0.042405
4c5a,44,4,0.019216,0.014711
4dg3,42,0,0.893891,0.397076
4dg3,42,1,0.899381,0.397969
4dg3,42,2,0.899052,0.409931
4dg3,42,3,0.895707,0.398193
4dg3,42,4,0.897614,0.409565
4dg3,43,0,0.900684,0.408677
4dg3,43,1,0.895962,0.404434
4dg3,43,2,0.90171,0.41319
4dg3,43,3,0.898718,0.409966
4dg3,43,4,0.893106,0.400198
4dg3,44,0,0.891255,0.380947
4dg3,44,1,0.893726,0.391998
4dg3,44,2,0.906056,0.423631
4dg3,44,3,0.899326,0.407431
4dg3,44,4,0.895563,0.394404
4ep2,42,0,0.225287,0.035969
4ep2,42,1,0.27775,0.045138
4ep2,42,2,0.290405,0.046924
4ep2,42,3,0.282478,0.045235
4ep2,42,4,0.292466,0.047546
4ep2,43,0,0.263467,0.04516
4ep2,43,1,0.05487,0.022977
4ep2,43,2,0.275926,0.044028
4ep2,43,3,0.273277,0.044084
4ep2,43,4,0.304754,0.048773
4ep2,44,0,0.244147,0.043414
4ep2,44,1,0.275744,0.04633
4ep2,44,2,0.231199,0.037055
4ep2,44,3,0.283296,0.046772
4ep2,44,4,0.266841,0.044321
4fii,42,0,0.793542,0.407163
4fii,42,1,0.782406,0.376549
4fii,42,2,0.788582,0.390006
4fii,42,3,0.814191,0.415082
4fii,42,4,0.825918,0.449331
4fii,43,0,0.788743,0.390006
4fii,43,1,0.815836,0.43576
4fii,43,2,0.820835,0.420733
4fii,43,3,0.80832,0.427842
4fii,43,4,0.814974,0.427842
4fii,44,0,0.799131,0.392945
4fii,44,1,0.793949,0.39503
4fii,44,2,0.770498,0.363092
4fii,44,3,0.782992,0.374464
4fii,44,4,0.790077,0.387921
4gq6,42,0,0.876208,0.281405
4gq6,42,1,0.897342,0.340356
4gq6,42,2,0.888275,0.329017
4gq6,42,3,0.913697,0.374124
4gq6,42,4,0.893325,0.329212
4gq6,43,0,0.922677,0.396571
4gq6,43,1,0.898752,0.338038
4gq6,43,2,0.916668,0.374588
4gq6,43,3,0.893902,0.343598
4gq6,43,4,0.909766,0.374655
4gq6,44,0,0.911468,0.37652
4gq6,44,1,0.900032,0.349911
4gq6,44,2,0.911971,0.383232
4gq6,44,3,0.907408,0.3638
4gq6,44,4,0.908746,0.375521
4hdq,42,0,0.790415,0.371761
4hdq,42,1,0.808061,0.375222
4hdq,42,2,0.823416,0.398182
4hdq,42,3,0.802831,0.362514
4hdq,42,4,0.792107,0.355549
4hdq,43,0,0.795853,0.356521
4hdq,43,1,0.831097,0.393416
4hdq,43,2,0.802543,0.356521
4hdq,43,3,0.839881,0.400133
4hdq,43,4,0.821365,0.391603
4hdq,44,0,0.818547,0.362721
4hdq,44,1,0.835406,0.380436
4hdq,44,2,0.827644,0.364591
4hdq,44,3,0.823216,0.369032
4hdq,44,4,0.829948,0.376592
4hom,42,0,0.34293,0.051351
4hom,42,1,0.230737,0.045968
4hom,42,2,0.387821,0.061164
4hom,42,3,0.412753,0.059887
4hom,42,4,0.118547,0.037851
4hom,43,0,0.036967,0.028076
4hom,43,1,0.162757,0.038597
4hom,43,2,0.27906,0.047052
4hom,43,3,0.335969,0.073017
4hom,43,4,0.203669,0.039107
4hom,44,0,0.25844,0.045494
4hom,44,1,0.292313,0.050261
4hom,44,2,0.299334,0.045489
4hom,44,3,0.2139,0.043207
4hom,44,4,0.111556,0.036126
4iga,42,0,0.134244,0.062013
4iga,42,1,0.03818,0.037517
4iga,42,2,0.031117,0.014729
4iga,42,3,0.034762,0.031645
4iga,42,4,0.025534,0.014582
4iga,43,0,0.895343,0.503369
4iga,43,1,0.884278,0.482916
4iga,43,2,0.890166,0.492229
4iga,43,3,0.891995,0.495793
4iga,43,4,0.893345,0.499073
4iga,44,0,0.896621,0.508139
4iga,44,1,0.890208,0.494809
4iga,44,2,0.900928,0.513838
4iga,44,3,0.906847,0.524823
4iga,44,4,0.893243,0.499073
4j2c,42,0,0.647314,0.289899
4j2c,42,1,0.637071,0.280931
4j2c,42,2,0.64495,0.297663
4j2c,42,3,0.650459,0.299033
4j2c,42,4,0.654211,0.309402
4j2c,43,0,0.693721,0.32797
4j2c,43,1,0.635758,0.289634
4j2c,43,2,0.677587,0.324888
4j2c,43,3,0.671799,0.317479
4j2c,43,4,0.664203,0.307708
4j2c,44,0,0.602127,0.279618
4j2c,44,1,0.664226,0.312288
4j2c,44,2,0.62155,0.299612
4j2c,44,3,0.627214,0.298478
4j2c,44,4,0.671517,0.321153
4j8b,42,0,0.265274,0.103265
4j8b,42,1,0.286097,0.105794
4j8b,42,2,0.243291,0.0926
4j8b,42,3,0.246008,0.092758
4j8b,42,4,0.277186,0.106015
4j8b,43,0,0.053711,0.052216
4j8b,43,1,0.263058,0.103818
4j8b,43,2,0.121513,0.070353
4j8b,43,3,0.259198,0.107255
4j8b,43,4,0.074525,0.060887
4j8b,44,0,0.148376,0.07566
4j8b,44,1,0.145801,0.070399
4j8b,44,2,0.114763,0.06514
4j8b,44,3,0.07067,0.05945
4j8b,44,4,0.130905,0.07025
4leb,42,0,0.65307,0.214609
4leb,42,1,0.588346,0.169554
4leb,42,2,0.61129,0.195082
4leb,42,3,0.580006,0.159431
4leb,42,4,0.678958,0.215139
4leb,43,0,0.649545,0.203267
4leb,43,1,0.626477,0.199268
4leb,43,2,0.611779,0.179958
4leb,43,3,0.645461,0.201517
4leb,43,4,0.575584,0.161791
4leb,44,0,0.656746,0.201323
4leb,44,1,0.596163,0.175674
4leb,44,2,0.642189,0.200759
4leb,44,3,0.623317,0.192077
4leb,44,4,0.580886,0.170365
4lk9,42,0,0.813079,0.381843
4lk9,42,1,0.813958,0.376675
4lk9,42,2,0.817305,0.378901
4lk9,42,3,0.809554,0.376875
4lk9,42,4,0.781917,0.334386
4lk9,43,0,0.819851,0.387205
4lk9,43,1,0.785096,0.352652
4lk9,43,2,0.799394,0.367237
4lk9,43,3,0.835105,0.407919
4lk9,43,4,0.793149,0.345003
4lk9,44,0,0.825255,0.395326
4lk9,44,1,0.819404,0.388286
4lk9,44,2,0.786437,0.339021
4lk9,44,3,0.802351,0.364069
4lk9,44,4,0.815149,0.371876
4lzf,42,0,0.491176,0.172768
4lzf,42,1,0.501989,0.178831
4lzf,42,2,0.561781,0.211532
4lzf,42,3,0.463273,0.153098
4lzf,42,4,0.515848,0.184186
4lzf,43,0,0.502999,0.178497
4lzf,43,1,0.503718,0.190219
4lzf,43,2,0.554873,0.232401
4lzf,43,3,0.495088,0.174328
4lzf,43,4,0.504826,0.174587
