complex,seed,id,pep_plDDT,plDDT,ipTM,pTM,pep_pTM,pAE_min,ipAE,ranking_score,scRMSD
2jkg,43,0,59.1498,92.2975,0.5200,0.8900,0.0200,5.2000,6.0100,0.6200,2.8497
2jkg,43,1,62.4551,92.1832,0.5600,0.8900,0.0200,4.6800,5.5450,0.6500,1.3957
2jkg,43,2,57.2033,92.0021,0.4800,0.8900,0.0200,5.6600,6.5400,0.5900,3.2388
2jkg,43,3,58.3635,91.9163,0.5000,0.8900,0.0200,5.3900,6.1800,0.6000,2.7178
2jkg,43,4,55.8532,91.6590,0.4600,0.8900,0.0200,5.8300,6.8400,0.5700,2.8855
2jkg,44,0,60.3349,92.2429,0.5400,0.8900,0.0200,4.8400,5.4700,0.6400,3.5258
2jkg,44,1,57.3507,90.7637,0.4800,0.8800,0.0200,5.7400,6.6300,0.5800,3.3352
2jkg,44,2,58.5579,91.8226,0.5200,0.8900,0.0200,5.2300,5.9700,0.6200,2.3061
2jkg,44,3,56.4514,92.0777,0.4800,0.8900,0.0200,5.7900,6.8550,0.5800,2.9829
2jkg,44,4,59.0482,91.7539,0.4900,0.8900,0.0200,5.7300,6.4100,0.5900,0.9777
2jnw,42,0,93.5631,95.6703,0.9100,0.9200,0.0300,0.8200,0.8650,0.9600,2.4121
2jnw,42,1,92.7648,95.4373,0.8900,0.9200,0.0300,0.8400,0.8950,0.9400,2.1646
2jnw,42,2,93.0293,95.5546,0.8900,0.9200,0.0300,0.8400,0.9100,0.9400,2.3650
2jnw,42,3,92.8688,95.4400,0.8900,0.9200,0.0300,0.8300,0.9000,0.9400,2.1981
2jnw,42,4,93.1651,95.2532,0.9000,0.9200,0.0300,0.8300,0.8850,0.9400,2.0901
2jnw,43,0,93.7006,95.7595,0.9100,0.9300,0.0300,0.8100,0.8550,0.9600,2.2627
2jnw,43,1,92.1298,95.3453,0.8900,0.9200,0.0300,0.8400,0.9050,0.9400,2.3602
2jnw,43,2,92.8239,95.7055,0.9000,0.9200,0.0300,0.8200,0.8850,0.9500,1.9084
2jnw,43,3,92.5265,95.5757,0.9000,0.9200,0.0300,0.8200,0.8750,0.9500,2.8057
2jnw,43,4,92.8841,95.5023,0.9000,0.9200,0.0300,0.8300,0.8900,0.9500,2.3990
2jnw,44,0,92.7313,95.3261,0.8900,0.9200,0.0300,0.8400,0.9000,0.9400,2.4789
2jnw,44,1,92.3759,95.3040,0.8900,0.9100,0.0300,0.8400,0.9150,0.9400,2.1742
2jnw,44,2,92.6230,95.4134,0.8900,0.9200,0.0300,0.8300,0.9050,0.9400,2.2818
2jnw,44,3,92.8215,95.4824,0.8900,0.9200,0.0300,0.8400,0.9050,0.9400,2.2201
2jnw,44,4,92.3148,95.5236,0.8900,0.9200,0.0300,0.8300,0.8900,0.9400,2.5120
2jqk,42,0,85.1337,92.5455,0.6600,0.8200,0.0300,2.7200,3.1550,0.7800,2.3580
2jqk,42,1,81.6968,91.4318,0.5800,0.8000,0.0300,3.8500,4.5450,0.7000,2.0048
2jqk,42,2,83.8058,91.5746,0.6300,0.8100,0.0300,3.0600,3.8450,0.7500,2.0259
2jqk,42,3,83.1895,91.8896,0.6000,0.8100,0.0300,3.3000,4.0600,0.7300,1.8659
2jqk,42,4,78.3865,90.3308,0.5000,0.7900,0.0300,4.1800,5.5050,0.6400,1.9531
2jqk,43,0,86.0612,92.9501,0.6800,0.8300,0.0300,2.7600,2.9750,0.7900,2.2692
2jqk,43,1,84.9700,92.4210,0.6700,0.8300,0.0300,2.5700,3.1200,0.7800,1.9965
2jqk,43,2,79.9652,90.5422,0.5700,0.7900,0.0300,2.8200,3.7650,0.7000,2.3085
2jqk,43,3,83.6221,91.8474,0.6200,0.8100,0.0300,3.2700,3.9500,0.7400,2.0029
2jqk,43,4,78.5333,89.5869,0.5300,0.7700,0.0300,3.2100,4.1100,0.6600,2.3681
2jqk,44,0,84.5053,92.3583,0.6300,0.8100,0.0300,3.1900,3.8500,0.7400,2.0591
2jqk,44,1,86.9720,93.1281,0.7100,0.8400,0.0300,2.2800,2.4600,0.8200,2.6579
2jqk,44,2,86.4163,92.9236,0.6600,0.8200,0.0300,3.1500,3.4450,0.7700,2.1203
2jqk,44,3,84.5758,92.4427,0.6500,0.8300,0.0300,2.7200,3.1600,0.7700,2.1330
2jqk,44,4,85.8629,93.0342,0.6700,0.8300,0.0300,2.6900,3.1500,0.7800,2.1857
2ka9,42,0,69.7988,83.7947,0.6700,0.5000,0.0200,3.6800,3.7200,0.6600,49.7050
2ka9,42,1,71.4818,85.7350,0.7000,0.5100,0.0200,2.3600,2.8450,0.6900,48.4230
2ka9,42,2,77.5346,86.6130,0.7800,0.5100,0.0200,2.2000,2.3100,0.7500,49.7652
2ka9,42,3,77.4442,84.8436,0.8000,0.5300,0.0200,1.4100,1.7700,0.7700,45.1487
2ka9,42,4,71.6691,82.0693,0.7200,0.4800,0.0200,2.6500,2.8500,0.7000,55.0903
2ka9,43,0,71.9022,86.7275,0.6800,0.5000,0.0200,3.2100,3.4900,0.6700,48.3214
2ka9,43,1,80.1091,85.9239,0.8200,0.5300,0.0200,1.4700,1.8750,0.7800,51.0318
2ka9,43,2,77.3118,85.2824,0.7700,0.5100,0.0200,1.7200,2.2000,0.7400,50.2365
2ka9,43,3,74.4270,83.4338,0.7300,0.4900,0.0200,2.2100,2.6350,0.7000,52.4452
2ka9,43,4,74.9918,86.1036,0.7300,0.5100,0.0200,2.6500,2.6750,0.7000,51.3545
2ka9,44,0,76.1839,87.3558,0.7400,0.5200,0.0200,2.1400,2.7000,0.7200,51.7936
2ka9,44,1,72.6684,83.2370,0.6800,0.4700,0.0200,2.5400,2.8400,0.6600,55.8704
2ka9,44,2,71.3633,88.5149,0.6900,0.5200,0.0200,2.9100,3.0250,0.6800,48.1175
2ka9,44,3,76.5593,86.6900,0.7300,0.5400,0.0200,3.1600,3.1800,0.7100,47.1642
2ka9,44,4,72.2279,89.2953,0.6600,0.5300,0.0200,3.0400,3.4300,0.6600,46.1714
2kbr,42,0,83.8774,87.0117,0.7600,0.7900,0.0300,1.1900,1.2400,0.8800,1.7524
2kbr,42,1,82.4538,85.7424,0.7700,0.7900,0.0300,1.2200,1.2550,0.9100,2.0818
2kbr,42,2,80.9973,85.5528,0.7400,0.7800,0.0300,1.2800,1.2950,0.8800,1.5914
2kbr,42,3,81.6624,85.3568,0.7400,0.7800,0.0300,1.2600,1.2850,0.8400,1.2799
2kbr,42,4,86.4590,88.1264,0.8200,0.8300,0.0300,1.0100,1.0850,0.9100,2.2793
2kbr,43,0,81.2605,85.6715,0.7300,0.7700,0.0300,1.1500,1.1950,0.8300,2.1377
2kbr,43,1,84.5009,87.3418,0.7800,0.8000,0.0300,1.1300,1.1550,0.8800,1.8870
2kbr,43,2,82.8676,85.5124,0.7500,0.7800,0.0300,1.3100,1.3300,0.8800,1.8054
2kbr,43,3,86.1443,87.8887,0.8000,0.8100,0.0300,1.0900,1.1250,0.8900,1.9063
2kbr,43,4,85.2169,87.0883,0.8000,0.8000,0.0300,1.1100,1.1700,0.8900,2.3178
2kbr,44,0,84.0615,86.7139,0.7800,0.7900,0.0300,1.1100,1.1300,0.9200,1.8207
2kbr,44,1,83.9459,86.6596,0.7800,0.8000,0.0300,1.1100,1.1550,0.8700,2.1979
2kbr,44,2,84.9780,88.3320,0.7700,0.8000,0.0300,1.1100,1.1500,0.8900,2.0553
2kbr,44,3,84.7334,86.7607,0.7800,0.7900,0.0300,1.1900,1.1950,0.9000,2.0198
2kbr,44,4,85.0659,87.0744,0.7900,0.8000,0.0300,1.1200,1.1400,0.9100,1.8926
2ke1,42,0,77.4519,76.9709,0.7700,0.6600,0.0200,1.1700,1.2000,1.0000,2.3524
2ke1,42,1,79.5285,78.9226,0.8000,0.6900,0.0200,1.0600,1.0700,1.0300,3.8761
2ke1,42,2,77.8974,77.6053,0.7700,0.6600,0.0200,1.1800,1.2100,0.9600,2.6870
2ke1,42,3,79.4704,78.4391,0.8000,0.6900,0.0200,1.1000,1.1050,0.9900,2.8876
2ke1,42,4,77.5323,77.0295,0.7700,0.6500,0.0200,1.1800,1.1850,0.9500,1.6247
2ke1,43,0,79.0509,79.2671,0.7900,0.6800,0.0200,1.0700,1.1050,1.0200,2.1838
2ke1,43,1,79.5486,79.6753,0.8000,0.7000,0.0200,1.0800,1.1100,1.0000,3.2727
2ke1,43,2,79.8508,78.7034,0.7900,0.6700,0.0200,1.1100,1.1300,1.0000,2.6980
2ke1,43,3,78.1845,77.9966,0.7700,0.6700,0.0200,1.1700,1.1850,1.0200,2.1034
2ke1,43,4,78.5404,78.2539,0.7900,0.6700,0.0200,1.1300,1.1350,1.0100,4.4750
2ke1,44,0,76.7171,78.8444,0.7800,0.6900,0.0200,1.1400,1.1600,0.9800,3.6675
2ke1,44,1,78.8005,77.6557,0.7900,0.6600,0.0200,1.1200,1.1200,0.9600,3.9571
2ke1,44,2,79.0321,78.9495,0.7900,0.6800,0.0200,1.1200,1.1450,0.9900,3.7480
2ke1,44,3,77.7075,79.5210,0.7800,0.6800,0.0200,1.1500,1.1550,1.0100,3.1642
2ke1,44,4,79.2731,79.3147,0.8000,0.6900,0.0200,1.0800,1.0850,0.9700,3.2134
2khh,42,0,50.4468,78.0641,0.2800,0.6500,0.0100,6.0800,6.4750,0.4200,4.6896
2khh,42,1,46.4368,76.6726,0.2200,0.6400,0.0100,7.3600,7.8100,0.3700,4.0331
2khh,42,2,56.5748,79.1921,0.4100,0.6900,0.0200,3.7600,4.4500,0.5400,3.1889
2khh,42,3,45.0800,75.7360,0.1900,0.6200,0.0100,7.6700,7.9900,0.3400,2.8390
2khh,42,4,53.6812,74.9384,0.3800,0.6400,0.0200,4.1200,4.9500,0.5000,3.4953
2khh,43,0,48.2465,73.3624,0.2700,0.5900,0.0200,5.7700,6.2450,0.4000,4.7259
2khh,43,1,51.6267,75.8245,0.3500,0.6400,0.0200,4.6000,5.5550,0.4800,2.8679
2khh,43,2,43.0562,73.4013,0.1700,0.5900,0.0100,8.6900,8.7350,0.3300,3.3185
2khh,43,3,46.9256,75.1627,0.2500,0.6400,0.0100,6.1500,6.7650,0.3900,3.5634
2khh,43,4,45.1742,73.8438,0.2300,0.6000,0.0100,7.4100,8.0950,0.3700,4.3607
2khh,44,0,48.9052,74.9233,0.2900,0.6200,0.0100,6.1500,6.6600,0.4200,4.2662
2khh,44,1,44.2830,71.8280,0.1800,0.5800,0.0100,9.1600,9.2850,0.3300,3.7319
2khh,44,2,51.6598,77.4461,0.2900,0.6400,0.0100,6.0100,6.6400,0.4300,3.6203
2khh,44,3,47.7647,76.4775,0.2600,0.6400,0.0100,6.3200,7.2500,0.4100,2.7685
2khh,44,4,47.5008,75.0649,0.2400,0.6200,0.0100,6.8300,7.4600,0.3900,3.5510
2koh,42,0,62.7794,80.4905,0.6900,0.7400,0.0100,1.1400,1.1500,0.7700,4.8754
2koh,42,1,63.3494,80.1286,0.6800,0.7300,0.0100,1.2100,1.2150,0.7500,8.6891
2koh,42,2,64.5767,79.3602,0.6800,0.7400,0.0100,1.1700,1.2000,0.7500,9.5235
2koh,42,3,63.4201,79.4937,0.6700,0.7200,0.0100,1.2200,1.2450,0.7500,8.1891
2koh,42,4,69.5146,81.3085,0.6900,0.7400,0.0100,1.1500,1.1500,0.7700,13.0272
2koh,43,0,60.3086,80.4461,0.6600,0.7300,0.0100,1.2000,1.2400,0.7300,6.9866
2koh,43,1,60.9776,78.5927,0.6800,0.7100,0.0100,1.2200,1.2200,0.7500,10.8589
2koh,43,2,65.9806,81.5851,0.6900,0.7400,0.0100,1.1100,1.1350,0.7600,8.7501
2koh,43,3,63.0631,79.7197,0.6800,0.7200,0.0100,1.1400,1.1750,0.7600,13.1111
2koh,43,4,63.1086,80.9253,0.6900,0.7300,0.0100,1.1300,1.1600,0.7600,4.7921
2koh,44,0,64.1761,80.7489,0.6700,0.7300,0.0100,1.2100,1.2250,0.7400,4.7746
2koh,44,1,63.5375,81.4947,0.6900,0.7400,0.0100,1.1500,1.1900,0.7600,8.5970
2koh,44,2,63.0452,78.2384,0.6600,0.7100,0.0100,1.1800,1.1900,0.7400,14.5301
2koh,44,3,67.9002,80.7716,0.6900,0.7400,0.0100,1.1400,1.1700,0.7700,15.6761
2koh,44,4,65.5752,81.6918,0.6900,0.7400,0.0100,1.1500,1.1750,0.7600,8.0119
2las,42,0,71.7343,86.7410,0.6200,0.8000,0.0200,2.2800,2.5600,0.7300,6.8879
2las,42,1,67.5061,86.5885,0.5400,0.8000,0.0100,2.8000,3.4450,0.6600,6.4825
2las,42,2,74.8673,88.7871,0.6800,0.8400,0.0200,2.1000,2.2250,0.7900,7.7506
2las,42,3,61.8011,84.4997,0.4500,0.7900,0.0100,3.1400,3.5550,0.5900,5.2949
2las,42,4,67.4623,85.6303,0.5300,0.7900,0.0200,2.5900,2.9750,0.6500,6.2863
2las,43,0,75.1744,89.8436,0.6700,0.8400,0.0200,1.3800,1.6300,0.7800,7.4672
2las,43,1,69.4242,87.8786,0.5800,0.8200,0.0100,2.1700,2.6400,0.7000,6.2900
2las,43,2,76.9505,90.2448,0.7300,0.8500,0.0200,1.3600,1.5350,0.8200,7.2586
2las,43,3,73.6173,89.5356,0.6400,0.8400,0.0100,1.5000,1.7900,0.7500,6.6253
2las,43,4,73.6733,89.2334,0.6500,0.8400,0.0100,1.5500,1.8600,0.7600,6.5239
2las,44,0,65.9014,85.7229,0.4500,0.7900,0.0100,4.3400,5.0650,0.5900,6.1105
2las,44,1,67.5318,86.3299,0.5400,0.8000,0.0100,2.8700,3.3950,0.6600,3.6035
2las,44,2,68.0932,86.7290,0.5600,0.8000,0.0200,2.9700,3.4600,0.6800,3.8080
2las,44,3,62.9229,84.4061,0.4800,0.7900,0.0100,3.5000,4.1050,0.6100,3.3435
2las,44,4,65.5732,85.3740,0.5200,0.8000,0.0100,3.0900,3.6600,0.6500,3.1671
2lsi,42,0,73.9922,86.9040,0.7500,0.8300,0.0200,0.9900,1.0200,0.8400,5.3415
2lsi,42,1,74.4945,86.5391,0.7500,0.8200,0.0200,0.9700,1.0000,0.8400,2.3490
2lsi,42,2,76.0065,87.5713,0.7600,0.8300,0.0200,0.9400,0.9700,0.8500,4.9961
2lsi,42,3,75.9019,87.8889,0.7700,0.8400,0.0200,0.9600,0.9750,0.8500,4.7136
2lsi,42,4,77.0458,88.4484,0.7700,0.8300,0.0200,0.9500,0.9650,0.8500,4.7488
2lsi,43,0,75.0301,87.3278,0.7700,0.8200,0.0200,0.9500,0.9850,0.8500,4.8975
2lsi,43,1,75.7373,88.2826,0.7700,0.8300,0.0200,0.9500,0.9650,0.8600,4.1796
2lsi,43,2,75.7682,88.1262,0.7800,0.8400,0.0200,0.9200,0.9350,0.8700,3.8649
2lsi,43,3,77.6540,87.9373,0.7700,0.8300,0.0200,0.9400,0.9700,0.8600,4.2593
2lsi,43,4,76.2895,88.5741,0.7800,0.8300,0.0200,0.9400,0.9500,0.8600,3.3922
2lsi,44,0,74.9707,86.8881,0.7700,0.8200,0.0200,0.9400,0.9700,0.8500,4.9100
2lsi,44,1,75.3339,87.2974,0.7500,0.8300,0.0200,0.9900,0.9950,0.8400,5.4553
2lsi,44,2,75.0435,86.5584,0.7600,0.8200,0.0200,0.9600,0.9950,0.8400,2.9631
2lsi,44,3,75.7561,87.8900,0.7700,0.8300,0.0200,0.9500,0.9650,0.8500,3.0273
2lsi,44,4,75.4754,87.5011,0.7700,0.8300,0.0200,0.9400,0.9750,0.8600,4.6672
2m0v,42,0,83.1145,83.7108,0.8600,0.7600,0.0300,1.2500,1.2650,0.9100,1.9090
2m0v,42,1,84.5148,83.9743,0.8700,0.7800,0.0300,1.2400,1.2400,0.9300,2.7946
2m0v,42,2,82.5707,84.7581,0.8500,0.7900,0.0300,1.2100,1.2250,0.9100,3.0101
2m0v,42,3,80.8734,84.6852,0.8300,0.7800,0.0300,1.2600,1.2650,0.8900,2.8378
2m0v,42,4,82.3243,83.4700,0.8400,0.7600,0.0300,1.2200,1.2300,0.8900,2.2069
2m0v,43,0,82.2777,81.5419,0.8400,0.7500,0.0300,1.2100,1.2200,0.8900,2.2404
2m0v,43,1,81.9750,84.4481,0.8400,0.7800,0.0300,1.2400,1.2550,0.9000,3.0980
2m0v,43,2,84.4086,83.6611,0.8700,0.7600,0.0300,1.1900,1.1950,0.9200,2.1212
2m0v,43,3,82.2875,83.6935,0.8200,0.7600,0.0300,1.1900,1.2200,0.8800,1.7364
2m0v,43,4,87.3707,84.7869,0.8900,0.7800,0.0300,1.1500,1.1650,0.9300,2.4660
2m0v,44,0,84.2227,86.0832,0.8800,0.8000,0.0300,1.1600,1.1900,0.9400,4.4334
2m0v,44,1,83.8852,84.2619,0.8800,0.7800,0.0300,1.2500,1.2650,0.9300,3.3429
2m0v,44,2,82.2093,84.3649,0.8600,0.7900,0.0300,1.2100,1.2400,0.9100,2.4602
2m0v,44,3,81.5805,83.4303,0.8500,0.7600,0.0300,1.2100,1.2250,0.9100,1.9851
2m0v,44,4,87.6134,85.6510,0.9000,0.8000,0.0400,1.1200,1.1200,0.9500,3.4207
2nnu,42,0,82.4833,92.1641,0.8700,0.8900,0.0900,1.0300,1.0600,0.9200,4.0064
2nnu,42,1,81.5871,91.5957,0.8700,0.8800,0.0900,1.0900,1.1900,0.9200,2.7168
2nnu,42,2,83.5724,92.4676,0.8800,0.9000,0.0900,1.0100,1.0300,0.9300,3.3284
2nnu,42,3,82.7638,92.3068,0.8700,0.8900,0.0900,1.0200,1.0550,0.9300,3.5852
2nnu,42,4,82.6793,92.3101,0.8800,0.8900,0.0900,0.9800,1.0050,0.9300,3.0916
2nnu,43,0,83.0738,92.1941,0.8800,0.8900,0.0900,1.0300,1.0800,0.9300,3.7518
2nnu,43,1,81.9935,91.3826,0.8600,0.8800,0.0900,1.2300,1.2950,0.9200,3.8618
2nnu,43,2,81.9125,91.9762,0.8600,0.8800,0.0900,1.1000,1.1550,0.9200,3.6837
2nnu,43,3,81.9321,91.8751,0.8700,0.8900,0.0900,1.0700,1.0900,0.9200,3.1406
2nnu,43,4,82.1416,92.1093,0.8700,0.8900,0.0900,1.0300,1.0750,0.9200,3.1889
2nnu,44,0,82.9378,92.0157,0.8700,0.8900,0.0900,1.0600,1.1100,0.9200,2.9532
2nnu,44,1,83.3972,92.5220,0.8800,0.8900,0.0900,1.0000,1.0100,0.9400,3.3650
2nnu,44,2,82.2926,92.0696,0.8700,0.8900,0.0900,1.0300,1.0650,0.9200,3.4575
2nnu,44,3,83.2464,92.0615,0.8700,0.8800,0.0900,1.0800,1.1150,0.9200,3.6956
2nnu,44,4,83.4161,92.1918,0.8800,0.9000,0.0900,0.9700,0.9800,0.9400,3.1995
2o9v,42,0,95.6809,96.6521,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.7312
2o9v,42,1,95.8299,96.5350,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.5254
2o9v,42,2,95.7019,96.4856,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.4390
2o9v,42,3,95.7324,96.5441,0.8900,0.9100,0.0400,0.8000,0.8050,0.9600,0.7953
2o9v,42,4,95.6879,96.5329,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.5041
2o9v,43,0,95.3190,96.1673,0.8800,0.9100,0.0300,0.8200,0.8250,0.9500,0.6575
2o9v,43,1,95.0881,96.0325,0.8900,0.9100,0.0300,0.8100,0.8200,0.9600,0.6365
2o9v,43,2,95.5249,96.1471,0.8900,0.9100,0.0400,0.8200,0.8200,0.9600,0.5494
2o9v,43,3,95.0767,96.1376,0.8800,0.9100,0.0300,0.8200,0.8250,0.9500,0.6393
2o9v,43,4,95.5024,96.3595,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.6541
2o9v,44,0,95.7373,96.5267,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.4509
2o9v,44,1,95.6349,96.4046,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.5078
2o9v,44,2,95.6264,96.4351,0.8900,0.9100,0.0400,0.8100,0.8150,0.9600,0.4455
2o9v,44,3,95.7419,96.4799,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.4879
2o9v,44,4,95.7050,96.4554,0.8900,0.9100,0.0400,0.8100,0.8100,0.9600,0.4857
2p1o,42,0,63.1337,91.8640,0.8400,0.9200,0.0200,1.7500,2.0400,0.8700,4.3427
2p1o,42,1,59.8878,91.4263,0.8100,0.9200,0.0200,1.9900,2.2900,0.8400,4.9907
2p1o,42,2,59.2814,91.1442,0.8100,0.9100,0.0200,2.0300,2.3750,0.8400,4.9218
2p1o,42,3,59.2882,91.2473,0.8000,0.9100,0.0200,2.1500,2.4650,0.8300,4.6011
2p1o,42,4,64.2260,92.4639,0.8600,0.9300,0.0200,1.5600,1.8150,0.8900,3.0773
2p1o,43,0,63.7465,91.8236,0.8500,0.9300,0.0200,1.8000,2.1050,0.8700,5.7215
2p1o,43,1,67.2214,91.9656,0.8900,0.9300,0.0200,1.5200,1.7350,0.9100,4.2167
2p1o,43,2,60.5684,91.7744,0.8300,0.9300,0.0200,1.8500,2.2250,0.8600,5.6495
2p1o,43,3,61.1915,91.3119,0.8200,0.9200,0.0200,2.0200,2.3950,0.8500,5.3055
2p1o,43,4,62.7059,91.7902,0.8500,0.9200,0.0200,1.8100,2.1300,0.8700,2.7183
2p1o,44,0,62.6310,91.5400,0.8400,0.9200,0.0200,1.8200,2.1550,0.8700,4.0755
2p1o,44,1,62.3204,91.8939,0.8400,0.9300,0.0200,1.8600,2.1750,0.8600,4.0192
2p1o,44,2,64.2434,92.0055,0.8500,0.9300,0.0200,1.7300,1.9600,0.8800,3.8033
2p1o,44,3,64.6292,92.1105,0.8600,0.9300,0.0200,1.7200,2.0650,0.8900,3.3568
2p1o,44,4,63.6625,91.9948,0.8500,0.9200,0.0200,1.7300,2.0250,0.8800,2.9820
2qos,42,0,94.2164,94.7085,0.9500,0.9400,0.0400,0.8700,0.8850,0.9800,0.3651
2qos,42,1,93.5163,94.2758,0.9500,0.9400,0.0400,0.8900,0.9250,0.9800,0.3267
2qos,42,2,93.4963,94.4400,0.9500,0.9400,0.0400,0.8700,0.9000,0.9800,0.2844
2qos,42,3,93.4054,94.2419,0.9500,0.9400,0.0400,0.8900,0.9150,0.9800,0.3346
2qos,42,4,93.2306,94.1328,0.9500,0.9400,0.0400,0.9000,0.9250,0.9700,0.3363
2qos,43,0,93.8128,94.4530,0.9500,0.9400,0.0400,0.8700,0.8950,0.9800,0.3046
2qos,43,1,92.7883,93.8785,0.9500,0.9300,0.0400,0.8900,0.9350,0.9800,0.3695
2qos,43,2,93.0334,94.2061,0.9500,0.9300,0.0400,0.9000,0.9400,0.9800,0.2890
2qos,43,3,93.6040,94.4739,0.9500,0.9400,0.0400,0.8900,0.9300,0.9800,0.2961
2qos,43,4,93.1189,94.2236,0.9500,0.9400,0.0400,0.8900,0.9300,0.9800,0.3513
2qos,44,0,92.9263,93.9624,0.9500,0.9300,0.0400,0.9100,0.9550,0.9700,0.3718
2qos,44,1,93.1841,94.0767,0.9500,0.9300,0.0400,0.9000,0.9300,0.9800,0.3032
2qos,44,2,93.4482,94.3472,0.9500,0.9400,0.0400,0.8800,0.9050,0.9800,0.3395
2qos,44,3,93.5707,94.3701,0.9500,0.9400,0.0400,0.8900,0.9200,0.9800,0.3214
2qos,44,4,93.1462,94.0625,0.9500,0.9300,0.0400,0.8900,0.9250,0.9800,0.4599
2r7g,42,0,93.7576,94.1297,0.9700,0.9500,0.0400,0.8700,0.8800,0.9800,1.1665
2r7g,42,1,94.2694,94.2787,0.9700,0.9500,0.0400,0.8400,0.8550,0.9800,0.9985
2r7g,42,2,93.7633,94.0060,0.9700,0.9500,0.0400,0.8700,0.8850,0.9800,1.0227
2r7g,42,3,93.8634,94.2363,0.9700,0.9500,0.0400,0.8500,0.8700,0.9800,0.9321
2r7g,42,4,94.2940,94.3537,0.9700,0.9500,0.0400,0.8500,0.8650,0.9800,0.8127
2r7g,43,0,94.1738,94.5051,0.9700,0.9500,0.0400,0.8700,0.8850,0.9800,0.7734
2r7g,43,1,93.7553,94.3497,0.9700,0.9500,0.0400,0.8700,0.8850,0.9800,1.0768
2r7g,43,2,94.1012,94.3271,0.9700,0.9500,0.0400,0.8400,0.8600,0.9800,0.9544
2r7g,43,3,93.8019,94.1206,0.9600,0.9500,0.0400,0.8900,0.9050,0.9800,0.9777
2r7g,43,4,93.5966,93.9498,0.9600,0.9400,0.0400,0.9100,0.9300,0.9700,1.1274
2r7g,44,0,93.7147,94.2147,0.9700,0.9500,0.0400,0.8500,0.8700,0.9800,1.0495
2r7g,44,1,92.9893,94.1236,0.9600,0.9500,0.0400,0.8900,0.9100,0.9800,0.9522
2r7g,44,2,93.0252,94.0532,0.9700,0.9500,0.0400,0.8800,0.9000,0.9800,0.8249
2r7g,44,3,93.1309,94.0697,0.9600,0.9500,0.0400,0.8900,0.9100,0.9800,1.0643
2r7g,44,4,92.9704,94.0986,0.9600,0.9500,0.0400,0.9200,0.9350,0.9800,0.9583
2rol,42,0,77.0057,86.6183,0.6700,0.7600,0.0200,2.0500,2.2250,0.7700,1.9790
2rol,42,1,71.2482,84.2958,0.5700,0.7200,0.0200,2.7800,3.2450,0.7200,1.9161
2rol,42,2,76.8882,86.3427,0.6600,0.7500,0.0200,2.1400,2.3350,0.7600,1.7420
2rol,42,3,77.0465,86.4923,0.6800,0.7600,0.0200,2.1300,2.2950,0.8100,1.8182
2rol,42,4,79.1677,88.5936,0.7200,0.7900,0.0200,1.7800,1.8100,0.8600,1.8750
2rol,43,0,73.8602,85.5739,0.6200,0.7400,0.0200,2.4700,2.8100,0.7800,1.9640
2rol,43,1,76.1841,86.0714,0.6700,0.7500,0.0200,2.1600,2.2350,0.8000,1.6497
2rol,43,2,72.9400,85.1991,0.6100,0.7400,0.0200,2.5200,2.8250,0.7500,1.6656
2rol,43,3,75.0211,85.8124,0.6500,0.7500,0.0200,2.2600,2.4000,0.7700,1.9878
2rol,43,4,75.1601,86.7198,0.6600,0.7600,0.0200,2.2900,2.4450,0.7900,2.0755
2rol,44,0,74.0066,86.4957,0.6300,0.7600,0.0200,2.2000,2.4900,0.7800,3.4016
2rol,44,1,72.0651,84.0281,0.6000,0.7200,0.0200,2.5200,2.9150,0.7600,2.3917
2rol,44,2,73.1036,84.8688,0.6000,0.7200,0.0200,2.5900,2.9100,0.7100,1.8087
2rol,44,3,78.8189,88.0675,0.7200,0.7900,0.0200,1.7800,1.8750,0.8400,1.5661
2rol,44,4,74.6713,86.6504,0.6500,0.7600,0.0200,2.1000,2.3700,0.7900,2.1859
2v8c,42,0,77.4892,94.1140,0.7200,0.9200,0.0200,2.7600,3.2750,0.8000,1.6899
2v8c,42,1,78.3754,94.1633,0.7400,0.9200,0.0200,2.6000,3.1350,0.8200,1.8530
2v8c,42,2,75.6493,93.8304,0.6900,0.9200,0.0200,3.0600,3.7200,0.7800,2.0211
2v8c,42,3,75.9365,93.8763,0.6900,0.9100,0.0200,3.0200,3.6850,0.7800,1.8777
2v8c,42,4,75.3147,93.7762,0.6800,0.9100,0.0200,3.0800,3.7900,0.7700,1.7911
2v8c,43,0,76.4243,94.1182,0.7000,0.9200,0.0200,2.9200,3.4300,0.7900,1.0617
2v8c,43,1,74.8959,93.6607,0.6700,0.9100,0.0200,3.2500,3.8900,0.7600,1.6256
2v8c,43,2,77.0864,94.1021,0.7100,0.9200,0.0200,2.8000,3.4000,0.7900,1.9351
2v8c,43,3,76.8910,93.9884,0.7000,0.9200,0.0200,3.0100,3.6700,0.7800,1.5987
