method,native,pdb,seed,id,dockq_score,fnat,lrmsd,irmsd
nomsa_template,1yfn,1yfn,44,0,0.669,0.736,3.779,1.706
nomsa_template,1yfn,1yfn,43,2,0.74,0.717,2.758,1.23
nomsa_template,1yfn,1yfn,43,1,0.66,0.717,3.821,1.727
nomsa_template,1w80,1w80,42,4,0.854,0.885,2.215,0.885
nomsa_template,1w80,1w80,44,3,0.92,0.923,1.431,0.591
nomsa_template,1w80,1w80,44,2,0.93,0.962,1.511,0.606
nomsa_template,1ywi,1ywi,42,0,0.866,0.895,1.456,0.905
nomsa_template,1ywi,1ywi,42,3,0.868,0.895,1.421,0.895
nomsa_template,1ywi,1ywi,42,2,0.891,0.895,0.98,0.768
nomsa_template,1ywi,1ywi,42,1,0.889,0.947,1.271,0.882
nomsa_template,1ywi,1ywi,43,2,0.885,0.947,1.263,0.915
nomsa_template,1yfn,1yfn,44,1,0.673,0.66,3.385,1.509
nomsa_template,1ywi,1ywi,43,3,0.881,0.895,1.191,0.829
nomsa_template,1yfn,1yfn,44,2,0.745,0.698,2.558,1.173
nomsa_template,1ywi,1ywi,43,0,0.888,0.947,1.338,0.886
nomsa_template,1ywi,1ywi,42,4,0.884,0.947,1.399,0.909
nomsa_template,1ywi,1ywi,43,1,0.893,0.947,1.311,0.855
nomsa_template,1yfn,1yfn,44,4,0.719,0.849,3.558,1.635
nomsa_template,1ywi,1ywi,44,0,0.884,0.895,1.105,0.81
nomsa_template,1ywi,1ywi,43,4,0.878,0.895,1.211,0.846
nomsa_template,1yfn,1yfn,44,3,0.579,0.755,5.405,2.464
nomsa_template,1ywi,1ywi,44,4,0.908,0.947,1.044,0.773
nomsa_template,1ywo,1ywo,42,0,0.942,0.96,1.095,0.545
nomsa_template,1ywi,1ywi,44,1,0.909,0.947,0.976,0.77
nomsa_template,1ywi,1ywi,44,2,0.887,0.947,1.345,0.894
nomsa_template,1ywo,1ywo,42,1,0.946,0.96,1.089,0.517
nomsa_template,1ywo,1ywo,42,3,0.957,0.96,0.884,0.438
nomsa_template,1ywo,1ywo,44,0,0.953,0.96,0.884,0.469
nomsa_template,1ywo,1ywo,44,1,0.956,0.96,0.873,0.447
nomsa_template,1yy6,1yy6,42,1,0.878,0.882,0.877,0.836
nomsa_template,1ywo,1ywo,43,4,0.95,0.96,0.952,0.492
nomsa_template,1ywo,1ywo,43,1,0.96,0.96,0.792,0.42
nomsa_template,1ywo,1ywo,42,2,0.97,1.0,0.866,0.444
nomsa_template,1ywo,1ywo,44,4,0.954,0.96,0.89,0.462
nomsa_template,1ywo,1ywo,43,3,0.972,1.0,0.816,0.429
nomsa_template,1ywo,1ywo,43,2,0.958,1.0,1.066,0.528
nomsa_template,1ywo,1ywo,42,4,0.972,1.0,0.798,0.427
nomsa_template,1ywo,1ywo,44,3,0.969,1.0,0.903,0.449
nomsa_template,1ywi,1ywi,44,3,0.863,0.895,1.509,0.922
nomsa_template,1yy6,1yy6,43,0,0.889,0.882,0.677,0.768
nomsa_template,1yy6,1yy6,42,0,0.883,0.882,0.939,0.797
nomsa_template,1ywo,1ywo,44,2,0.931,1.0,1.564,0.687
nomsa_template,1yy6,1yy6,42,3,0.895,0.912,0.862,0.787
nomsa_template,1ywo,1ywo,43,0,0.979,1.0,0.687,0.365
nomsa_template,1yy6,1yy6,42,4,0.886,0.882,0.788,0.788
nomsa_template,1yy6,1yy6,43,1,0.866,0.882,0.83,0.925
nomsa_template,1yy6,1yy6,42,2,0.882,0.882,0.817,0.815
nomsa_template,1yy6,1yy6,44,3,0.907,0.912,0.709,0.71
nomsa_template,1yy6,1yy6,44,2,0.896,0.912,0.85,0.783
nomsa_template,1yy6,1yy6,43,3,0.902,0.912,0.825,0.741
nomsa_template,1yy6,1yy6,44,1,0.893,0.912,0.936,0.796
nomsa_template,1yy6,1yy6,43,2,0.887,0.882,0.766,0.783
nomsa_template,1yy6,1yy6,43,4,0.889,0.882,0.7,0.773
nomsa_template,1yy6,1yy6,44,4,0.887,0.882,0.698,0.788
nomsa_template,1yy6,1yy6,44,0,0.884,0.882,0.869,0.798
nomsa_template,2aij,2aij,43,1,0.965,0.952,0.743,0.347
nomsa_template,2aij,2aij,42,0,0.958,0.929,0.498,0.348
nomsa_template,2aij,2aij,42,3,0.963,0.952,0.729,0.365
nomsa_template,2aij,2aij,42,2,0.945,0.905,0.491,0.396
nomsa_template,2aij,2aij,42,4,0.731,0.881,0.753,2.19
nomsa_template,2aij,2aij,42,1,0.962,0.952,0.657,0.376
nomsa_template,2aij,2aij,44,1,0.877,0.905,0.648,0.909
nomsa_template,2aij,2aij,43,3,0.96,0.952,0.889,0.385
nomsa_template,2aq9,2aq9,43,4,0.023,0.0,34.787,12.703
nomsa_template,2aq9,2aq9,44,0,0.025,0.0,33.025,13.048
nomsa_template,2aij,2aij,44,4,0.854,0.881,0.768,1.004
nomsa_template,2aij,2aij,44,3,0.961,0.952,0.608,0.393
nomsa_template,2aij,2aij,43,0,0.826,0.857,0.808,1.147
nomsa_template,2aij,2aij,44,0,0.922,0.881,0.761,0.515
nomsa_template,2aij,2aij,43,2,0.913,0.905,0.595,0.656
nomsa_template,2aq9,2aq9,44,1,0.027,0.0,31.822,12.062
nomsa_template,2aq9,2aq9,43,2,0.028,0.0,31.404,11.934
nomsa_template,2aij,2aij,43,4,0.96,0.952,0.702,0.401
nomsa_template,2aq9,2aq9,42,0,0.027,0.0,32.124,11.717
nomsa_template,2aij,2aij,44,2,0.966,0.952,0.608,0.342
nomsa_template,2c3i,2c3i,43,3,0.964,0.923,0.511,0.256
nomsa_template,2aq9,2aq9,43,1,0.03,0.0,30.43,11.501
nomsa_template,2aq9,2aq9,42,4,0.03,0.0,30.475,11.265
nomsa_template,2aq9,2aq9,42,1,0.03,0.0,30.07,11.275
nomsa_template,2aq9,2aq9,44,3,0.028,0.0,31.483,11.865
nomsa_template,2aq9,2aq9,42,3,0.03,0.0,30.469,11.319
nomsa_template,2aq9,2aq9,42,2,0.022,0.0,35.684,13.089
nomsa_template,2aq9,2aq9,43,3,0.023,0.0,35.474,12.224
nomsa_template,2aq9,2aq9,44,2,0.029,0.0,30.438,11.896
nomsa_template,2cch,2cch,42,2,0.9,0.907,1.818,0.66
nomsa_template,2c3i,2c3i,43,1,0.94,0.872,0.913,0.307
nomsa_template,2aq9,2aq9,44,4,0.027,0.0,31.857,12.098
nomsa_template,2aq9,2aq9,43,0,0.025,0.0,33.83,12.524
nomsa_template,2c3i,2c3i,42,2,0.962,0.897,0.365,0.154
nomsa_template,2c3i,2c3i,42,1,0.967,0.923,0.4,0.207
nomsa_template,2c3i,2c3i,42,4,0.941,0.872,0.861,0.304
nomsa_template,2c3i,2c3i,42,3,0.968,0.923,0.461,0.197
nomsa_template,2c3i,2c3i,42,0,0.965,0.923,0.577,0.226
nomsa_template,2c3i,2c3i,43,4,0.937,0.872,0.986,0.336
nomsa_template,2c3i,2c3i,43,0,0.957,0.897,0.608,0.221
nomsa_template,2cch,2cch,42,1,0.87,0.93,2.198,0.886
nomsa_template,2c3i,2c3i,43,2,0.966,0.923,0.564,0.214
nomsa_template,2cch,2cch,42,0,0.883,0.93,2.047,0.812
nomsa_template,2cch,2cch,43,1,0.901,0.907,1.682,0.673
nomsa_template,2c3i,2c3i,44,2,0.976,0.949,0.488,0.197
nomsa_template,2c3i,2c3i,44,4,0.96,0.897,0.406,0.18
nomsa_template,2cny,2cny,43,4,0.326,0.385,7.827,6.487
nomsa_template,2cch,2cch,42,3,0.979,1.0,1.226,0.317
nomsa_template,2cch,2cch,42,4,0.906,0.86,1.286,0.557
nomsa_template,2c3i,2c3i,44,3,0.948,0.872,0.604,0.227
nomsa_template,2c3i,2c3i,44,0,0.976,0.949,0.476,0.192
nomsa_template,2cny,2cny,44,0,0.3,0.375,8.619,8.129
nomsa_template,2c3i,2c3i,44,1,0.958,0.897,0.569,0.212
nomsa_template,2cny,2cny,42,2,0.31,0.354,7.827,7.888
nomsa_template,2e4h,2e4h,42,0,0.608,0.76,5.612,1.97
nomsa_template,2cny,2cny,42,1,0.329,0.396,7.591,7.881
nomsa_template,2cch,2cch,43,0,0.876,0.884,1.892,0.768
nomsa_template,2cch,2cch,43,3,0.937,0.953,1.322,0.553
nomsa_template,2cch,2cch,43,4,0.743,0.884,3.684,1.489
nomsa_template,2cny,2cny,43,0,0.266,0.26,8.429,8.163
nomsa_template,2cny,2cny,43,2,0.22,0.271,11.361,8.643
nomsa_template,2cny,2cny,42,0,0.317,0.354,7.533,7.813
nomsa_template,2cny,2cny,44,1,0.392,0.385,6.853,3.156
nomsa_template,2cch,2cch,43,2,0.966,0.977,1.135,0.387
nomsa_template,2cny,2cny,43,1,0.287,0.302,8.063,8.177
nomsa_template,2cny,2cny,44,2,0.298,0.365,8.637,7.659
nomsa_template,2cny,2cny,42,3,0.316,0.375,7.901,7.77
nomsa_template,2cny,2cny,42,4,0.332,0.385,7.306,7.815
nomsa_template,2cny,2cny,43,3,0.289,0.323,8.308,8.243
nomsa_template,2cch,2cch,44,2,0.949,0.953,1.229,0.464
nomsa_template,2cch,2cch,44,4,0.844,0.884,2.286,0.947
nomsa_template,2cny,2cny,44,4,0.33,0.406,7.719,7.805
nomsa_template,2cch,2cch,44,1,0.735,0.884,3.838,1.528
nomsa_template,2cch,2cch,44,0,0.922,0.884,1.381,0.479
nomsa_template,2e4h,2e4h,42,1,0.74,0.76,3.187,1.268
nomsa_template,2cny,2cny,44,3,0.248,0.271,9.542,8.411
nomsa_template,2e4h,2e4h,42,2,0.552,0.72,6.263,2.359
nomsa_template,2cch,2cch,44,3,0.957,0.953,1.135,0.397
nomsa_template,2e4h,2e4h,42,4,0.605,0.76,5.426,2.073
nomsa_template,2e4h,2e4h,44,1,0.768,0.8,2.609,1.254
nomsa_template,2e4h,2e4h,42,3,0.639,0.76,4.954,1.793
nomsa_template,2e4h,2e4h,43,0,0.459,0.6,7.691,2.775
nomsa_template,2e4h,2e4h,43,2,0.573,0.68,5.576,2.094
nomsa_template,2e4h,2e4h,43,3,0.5,0.72,7.63,2.776
nomsa_template,2e4h,2e4h,43,1,0.593,0.72,5.534,2.019
nomsa_template,2e4h,2e4h,44,0,0.705,0.72,3.43,1.395
nomsa_template,2e4h,2e4h,44,4,0.55,0.72,6.41,2.333
nomsa_template,2e4h,2e4h,43,4,0.465,0.72,8.878,3.041
nomsa_template,2e4h,2e4h,44,3,0.712,0.84,3.847,1.601
nomsa_template,2e4h,2e4h,44,2,0.828,0.88,2.011,1.086
nomsa_template,2fka,2fka,42,4,0.909,0.905,1.505,0.623
nomsa_template,2fka,2fka,42,1,0.907,0.905,1.523,0.635
nomsa_template,2fgr,2fgr,44,2,0.089,0.038,17.671,7.238
nomsa_template,2fka,2fka,42,3,0.916,0.952,1.602,0.681
nomsa_template,2fka,2fka,44,4,0.942,1.0,1.49,0.619
nomsa_template,2fka,2fka,43,0,0.923,0.952,1.541,0.637
nomsa_template,2fgr,2fgr,43,2,0.092,0.038,17.296,7.177
nomsa_template,2fka,2fka,43,2,0.911,0.952,1.74,0.699
nomsa_template,2fka,2fka,43,1,0.934,0.952,1.37,0.57
nomsa_template,2fka,2fka,44,0,0.93,0.952,1.431,0.59
nomsa_template,2fgr,2fgr,43,1,0.088,0.038,17.718,7.383
nomsa_template,2fka,2fka,43,4,0.951,1.0,1.271,0.567
nomsa_template,2fgr,2fgr,43,0,0.091,0.038,17.42,7.27
nomsa_template,2hpl,2hpl,42,0,0.981,0.957,0.269,0.166
nomsa_template,2fka,2fka,42,0,0.906,0.905,1.496,0.648
nomsa_template,2fgr,2fgr,42,4,0.101,0.077,17.7,7.399
nomsa_template,2fka,2fka,44,1,0.934,0.952,1.289,0.574
nomsa_template,2fka,2fka,44,3,0.943,1.0,1.475,0.609
nomsa_template,2fgr,2fgr,44,4,0.103,0.077,17.516,7.317
nomsa_template,2fgr,2fgr,42,3,0.086,0.038,18.128,7.514
nomsa_template,2fka,2fka,42,2,0.921,0.952,1.552,0.645
nomsa_template,2fgr,2fgr,42,1,0.092,0.038,17.277,7.147
nomsa_template,2hpl,2hpl,42,1,0.979,0.957,0.295,0.196
nomsa_template,2fka,2fka,43,3,0.931,0.952,1.408,0.585
nomsa_template,2hpl,2hpl,43,2,0.979,0.957,0.372,0.2
nomsa_template,2fgr,2fgr,42,0,0.102,0.077,17.52,7.397
nomsa_template,2hpl,2hpl,43,1,0.981,0.957,0.323,0.164
nomsa_template,2hpl,2hpl,42,3,0.98,0.957,0.343,0.191
nomsa_template,2fgr,2fgr,44,0,0.088,0.038,17.851,7.365
nomsa_template,2hpl,2hpl,42,2,0.98,0.957,0.279,0.181
nomsa_template,2fgr,2fgr,44,1,0.096,0.038,16.752,7.012
nomsa_template,2fka,2fka,44,2,0.92,0.952,1.554,0.657
nomsa_template,2fgr,2fgr,44,3,0.086,0.038,18.068,7.47
nomsa_template,2fgr,2fgr,43,4,0.094,0.038,16.974,7.002
nomsa_template,2hpl,2hpl,43,0,0.979,0.957,0.33,0.203
nomsa_template,2fgr,2fgr,42,2,0.094,0.038,16.917,7.064
nomsa_template,2hpl,2hpl,44,2,0.981,0.957,0.293,0.171
nomsa_template,2hpl,2hpl,43,4,0.977,0.957,0.504,0.225
nomsa_template,2hpl,2hpl,44,0,0.98,0.957,0.303,0.185
nomsa_template,2hpl,2hpl,43,3,0.98,0.957,0.322,0.19
nomsa_template,2hpl,2hpl,42,4,0.98,0.957,0.378,0.185
nomsa_template,2hpl,2hpl,44,1,0.978,0.957,0.449,0.212
nomsa_template,2ht9,2ht9,42,2,0.036,0.0,28.702,9.196
nomsa_template,2hpl,2hpl,44,3,0.98,0.957,0.34,0.178
nomsa_template,2fgr,2fgr,43,3,0.088,0.038,17.83,7.407
nomsa_template,2hpl,2hpl,44,4,0.98,0.957,0.313,0.185
nomsa_template,2ht9,2ht9,43,3,0.049,0.0,24.664,7.282
nomsa_template,2ht9,2ht9,43,4,0.039,0.0,27.333,8.631
nomsa_template,2ht9,2ht9,43,1,0.041,0.0,26.322,8.547
nomsa_template,2ht9,2ht9,42,1,0.215,0.364,15.361,6.687
nomsa_template,2ht9,2ht9,42,0,0.038,0.0,26.731,9.636
nomsa_template,2ht9,2ht9,43,0,0.131,0.091,14.908,6.13
nomsa_template,2ht9,2ht9,42,4,0.036,0.0,27.651,9.852
nomsa_template,2ht9,2ht9,44,2,0.04,0.0,26.008,9.792
nomsa_template,2ht9,2ht9,44,1,0.234,0.455,16.996,6.721
nomsa_template,2ht9,2ht9,43,2,0.035,0.0,28.469,9.8
nomsa_template,2ht9,2ht9,44,3,0.051,0.0,24.168,7.096
nomsa_template,2ht9,2ht9,44,0,0.046,0.0,25.371,7.515
nomsa_template,2ht9,2ht9,44,4,0.047,0.0,25.145,7.544
nomsa_template,2ht9,2ht9,42,3,0.038,0.0,27.885,8.834
nomsa_template,2i94,2i94,42,2,0.122,0.085,15.162,7.154
nomsa_template,2i94,2i94,42,1,0.131,0.106,14.994,7.074
nomsa_template,2i94,2i94,42,0,0.121,0.085,15.308,7.237
nomsa_template,2i94,2i94,42,3,0.122,0.085,15.178,7.168
nomsa_template,2i94,2i94,44,2,0.126,0.106,15.464,7.293
nomsa_template,2i94,2i94,44,3,0.123,0.085,15.095,7.115
nomsa_template,2i94,2i94,43,3,0.129,0.106,15.169,7.159
nomsa_template,2i94,2i94,43,1,0.121,0.085,15.319,7.233
nomsa_template,2i94,2i94,43,2,0.127,0.106,15.39,7.233
nomsa_template,2i94,2i94,42,4,0.121,0.085,15.281,7.207
nomsa_template,2i94,2i94,44,1,0.129,0.106,15.146,7.128
nomsa_template,2i94,2i94,43,0,0.12,0.085,15.366,7.232
nomsa_template,2i94,2i94,43,4,0.13,0.106,15.032,7.102
nomsa_template,2i94,2i94,44,0,0.126,0.106,15.479,7.316
nomsa_template,2i94,2i94,44,4,0.126,0.106,15.468,7.307
nomsa_template,2jkg,2jkg,42,0,0.708,0.529,2.46,1.051
nomsa_template,2ivz,2ivz,42,2,0.349,0.463,9.641,3.61
nomsa_template,2jkg,2jkg,42,1,0.564,0.471,4.279,1.748
nomsa_template,2ivz,2ivz,42,4,0.818,0.833,1.993,1.047
nomsa_template,2ivz,2ivz,42,0,0.345,0.481,10.055,3.772
nomsa_template,2jkg,2jkg,43,1,0.425,0.353,6.416,2.374
nomsa_template,2jkg,2jkg,42,3,0.696,0.647,3.184,1.316
nomsa_template,2jkg,2jkg,42,4,0.7,0.588,2.709,1.213
nomsa_template,2jkg,2jkg,42,2,0.933,0.941,0.985,0.58
nomsa_template,2jkg,2jkg,43,2,0.692,0.588,3.084,1.218
nomsa_template,2ivz,2ivz,43,3,0.344,0.463,9.876,3.669
nomsa_template,2ivz,2ivz,42,3,0.352,0.463,9.536,3.584
nomsa_template,2ivz,2ivz,43,4,0.346,0.463,9.724,3.667
nomsa_template,2ivz,2ivz,44,3,0.354,0.5,9.962,3.717
nomsa_template,2jkg,2jkg,43,0,0.92,0.941,1.373,0.642
nomsa_template,2ivz,2ivz,43,1,0.341,0.444,9.691,3.644
nomsa_template,2ivz,2ivz,43,0,0.281,0.426,12.368,4.576
nomsa_template,2jkg,2jkg,43,4,0.651,0.529,3.306,1.34
nomsa_template,2ivz,2ivz,44,1,0.362,0.5,9.624,3.608
nomsa_template,2ivz,2ivz,43,2,0.344,0.481,10.087,3.779
nomsa_template,2ivz,2ivz,42,1,0.368,0.5,9.352,3.528
nomsa_template,2ivz,2ivz,44,2,0.325,0.426,10.105,3.782
nomsa_template,2jkg,2jkg,44,3,0.663,0.471,2.858,1.178
nomsa_template,2jnw,2jnw,43,0,0.037,0.0,25.937,12.291
nomsa_template,2jnw,2jnw,43,2,0.092,0.0,14.75,8.832
nomsa_template,2jnw,2jnw,43,3,0.039,0.0,25.737,10.78
nomsa_template,2jnw,2jnw,42,3,0.038,0.0,26.435,10.731
nomsa_template,2jnw,2jnw,42,1,0.053,0.053,26.767,12.133
nomsa_template,2jnw,2jnw,44,2,0.038,0.0,25.702,11.533
nomsa_template,2ivz,2ivz,44,4,0.78,0.778,2.448,1.126
nomsa_template,2jnw,2jnw,43,1,0.036,0.0,26.84,11.934
nomsa_template,2ivz,2ivz,44,0,0.302,0.5,12.603,4.654
nomsa_template,2jnw,2jnw,42,0,0.037,0.0,26.634,11.002
nomsa_template,2jkg,2jkg,43,3,0.687,0.588,3.113,1.247
nomsa_template,2jnw,2jnw,42,2,0.037,0.0,26.813,10.83
nomsa_template,2jkg,2jkg,44,2,0.73,0.588,2.355,1.048
nomsa_template,2jkg,2jkg,44,0,0.626,0.529,3.691,1.478
nomsa_template,2jkg,2jkg,44,4,0.72,0.588,2.581,1.088
nomsa_template,2jkg,2jkg,44,1,0.678,0.647,3.709,1.366
nomsa_template,2jnw,2jnw,42,4,0.036,0.0,26.347,12.13
nomsa_template,2jqk,2jqk,42,0,0.662,0.708,3.438,1.774
nomsa_template,2jnw,2jnw,43,4,0.035,0.0,27.329,11.234
nomsa_template,2jnw,2jnw,44,3,0.035,0.0,27.32,11.234
nomsa_template,2jqk,2jqk,42,2,0.043,0.0,24.574,9.772
nomsa_template,2jqk,2jqk,43,4,0.708,0.792,3.213,1.637
nomsa_template,2ka9,2ka9,42,2,0.016,0.0,43.135,14.8
nomsa_template,2jnw,2jnw,44,0,0.038,0.0,25.986,11.671
nomsa_template,2jqk,2jqk,42,1,0.708,0.833,3.449,1.721
nomsa_template,2jnw,2jnw,44,1,0.034,0.0,27.504,12.299
nomsa_template,2jqk,2jqk,43,1,0.673,0.708,3.282,1.691
nomsa_template,2jqk,2jqk,43,3,0.67,0.708,3.332,1.708
nomsa_template,2jqk,2jqk,44,2,0.681,0.792,3.644,1.816
nomsa_template,2jnw,2jnw,44,4,0.036,0.0,26.783,12.109
nomsa_template,2jqk,2jqk,42,4,0.443,0.375,5.604,2.559
nomsa_template,2jqk,2jqk,43,2,0.591,0.583,3.897,1.983
nomsa_template,2jqk,2jqk,42,3,0.585,0.5,3.762,1.771
nomsa_template,2jqk,2jqk,43,0,0.695,0.792,3.447,1.709
nomsa_template,2jqk,2jqk,44,1,0.038,0.0,26.25,11.11
nomsa_template,2jqk,2jqk,44,0,0.651,0.708,3.654,1.835
nomsa_template,2ka9,2ka9,42,0,0.018,0.0,40.628,13.519
nomsa_template,2jqk,2jqk,44,3,0.598,0.583,3.833,1.913
nomsa_template,2ka9,2ka9,43,3,0.024,0.0,35.138,11.62
nomsa_template,2ka9,2ka9,42,3,0.022,0.0,36.58,12.059
nomsa_template,2ka9,2ka9,44,1,0.012,0.0,50.286,16.588
nomsa_template,2jqk,2jqk,44,4,0.686,0.75,3.35,1.681
nomsa_template,2kbr,2kbr,42,2,0.755,0.73,2.079,1.248
nomsa_template,2ka9,2ka9,42,4,0.022,0.0,36.883,12.056
nomsa_template,2ka9,2ka9,42,1,0.025,0.0,34.796,10.864
nomsa_template,2ka9,2ka9,44,3,0.022,0.0,36.794,12.28
nomsa_template,2ka9,2ka9,43,1,0.022,0.0,36.643,12.137
nomsa_template,2ka9,2ka9,43,0,0.022,0.0,36.51,12.095
nomsa_template,2kbr,2kbr,43,3,0.786,0.838,2.176,1.272
nomsa_template,2ka9,2ka9,43,4,0.019,0.0,39.9,13.107
nomsa_template,2kbr,2kbr,42,3,0.78,0.784,1.961,1.204
nomsa_template,2kbr,2kbr,42,4,0.749,0.757,2.314,1.332
nomsa_template,2ka9,2ka9,43,2,0.025,0.0,34.316,10.871
nomsa_template,2ka9,2ka9,44,0,0.024,0.0,35.181,11.98
nomsa_template,2kbr,2kbr,43,2,0.738,0.622,2.146,1.098
nomsa_template,2kbr,2kbr,42,0,0.751,0.784,2.456,1.363
nomsa_template,2kbr,2kbr,42,1,0.738,0.676,2.113,1.23
nomsa_template,2ka9,2ka9,44,4,0.026,0.0,34.178,10.784
nomsa_template,2kbr,2kbr,44,1,0.741,0.784,2.454,1.45
nomsa_template,2ke1,2ke1,44,2,0.768,0.88,4.444,1.131
nomsa_template,2kbr,2kbr,43,1,0.735,0.757,2.491,1.419
nomsa_template,2khh,2khh,42,0,0.047,0.0,23.897,8.511
nomsa_template,2ka9,2ka9,44,2,0.015,0.0,43.944,15.355
nomsa_template,2ke1,2ke1,44,4,0.849,0.86,1.907,0.9
nomsa_template,2kbr,2kbr,43,0,0.705,0.703,2.791,1.468
nomsa_template,2ke1,2ke1,42,2,0.792,0.9,4.39,1.012
nomsa_template,2kbr,2kbr,43,4,0.736,0.784,2.711,1.453
nomsa_template,2khh,2khh,42,1,0.047,0.0,23.985,8.559
nomsa_template,2kbr,2kbr,44,2,0.795,0.811,1.957,1.166
nomsa_template,2ke1,2ke1,44,1,0.788,0.9,2.275,1.412
nomsa_template,2ke1,2ke1,42,4,0.864,0.94,2.824,0.864
nomsa_template,2ke1,2ke1,44,3,0.819,0.84,1.659,1.091
nomsa_template,2ke1,2ke1,43,3,0.792,0.86,2.417,1.248
nomsa_template,2kbr,2kbr,44,0,0.76,0.757,2.197,1.263
nomsa_template,2kbr,2kbr,44,3,0.709,0.676,2.229,1.452
nomsa_template,2ke1,2ke1,42,1,0.772,0.86,3.579,1.212
nomsa_template,2ke1,2ke1,43,4,0.778,0.86,4.174,1.057
nomsa_template,2ke1,2ke1,43,2,0.851,0.86,2.664,0.788
nomsa_template,2khh,2khh,42,2,0.046,0.0,24.367,8.594
nomsa_template,2ke1,2ke1,42,0,0.737,0.84,1.97,1.756
nomsa_template,2ke1,2ke1,43,1,0.799,0.86,3.587,1.012
nomsa_template,2khh,2khh,44,4,0.056,0.0,21.616,8.039
nomsa_template,2ke1,2ke1,44,0,0.772,0.86,3.194,1.277
nomsa_template,2ke1,2ke1,42,3,0.85,0.9,1.088,1.061
nomsa_template,2khh,2khh,44,3,0.055,0.0,22.125,7.695
nomsa_template,2khh,2khh,43,0,0.055,0.0,21.896,8.093
nomsa_template,2ke1,2ke1,43,0,0.833,0.9,2.851,0.984
nomsa_template,2khh,2khh,43,4,0.059,0.0,21.105,7.609
nomsa_template,2khh,2khh,42,3,0.054,0.0,22.065,8.121
nomsa_template,2khh,2khh,43,2,0.618,0.759,4.076,2.399
nomsa_template,2kbr,2kbr,44,4,0.786,0.784,1.937,1.166
nomsa_template,2khh,2khh,43,3,0.475,0.586,6.354,3.034
nomsa_template,2khh,2khh,43,1,0.054,0.0,22.021,8.017
nomsa_template,2khh,2khh,42,4,0.504,0.655,6.339,2.86
nomsa_template,2khh,2khh,44,2,0.068,0.034,21.799,7.716
nomsa_template,2khh,2khh,44,1,0.583,0.621,3.691,2.372
nomsa_template,2khh,2khh,44,0,0.102,0.069,17.597,6.654
nomsa_template,2koh,2koh,42,1,0.484,0.757,10.424,2.321
nomsa_template,2koh,2koh,42,0,0.489,0.811,10.402,2.562
nomsa_template,2koh,2koh,43,3,0.457,0.838,11.534,3.198
nomsa_template,2koh,2koh,43,1,0.439,0.811,13.844,2.726
nomsa_template,2koh,2koh,42,2,0.42,0.784,13.156,3.189
nomsa_template,2koh,2koh,42,4,0.446,0.757,10.383,3.21
nomsa_template,2koh,2koh,44,1,0.512,0.865,11.034,2.293
nomsa_template,2koh,2koh,42,3,0.456,0.757,10.949,2.696
nomsa_template,2koh,2koh,43,0,0.572,0.757,6.92,2.008
nomsa_template,2koh,2koh,44,4,0.465,0.838,12.352,2.704
nomsa_template,2koh,2koh,44,2,0.567,0.865,8.48,2.118
nomsa_template,2koh,2koh,43,4,0.575,0.865,8.494,1.995
nomsa_template,2koh,2koh,43,2,0.574,0.865,6.959,2.531
nomsa_template,2las,2las,42,1,0.556,0.758,6.047,2.629
nomsa_template,2las,2las,43,2,0.406,0.485,7.324,3.435
nomsa_template,2las,2las,43,4,0.384,0.364,7.152,2.961
nomsa_template,2las,2las,44,0,0.388,0.455,7.649,3.482
nomsa_template,2las,2las,43,3,0.64,0.727,3.783,2.011
nomsa_template,2las,2las,42,2,0.484,0.667,7.134,3.027
nomsa_template,2las,2las,44,4,0.426,0.485,7.173,2.929
nomsa_template,2las,2las,44,3,0.408,0.455,7.243,3.086
nomsa_template,2las,2las,42,3,0.61,0.636,3.704,2.025
nomsa_template,2las,2las,44,1,0.633,0.818,4.656,2.226
nomsa_template,2koh,2koh,44,3,0.475,0.838,12.454,2.477
nomsa_template,2las,2las,42,0,0.659,0.758,3.978,1.837
nomsa_template,2las,2las,43,0,0.646,0.788,4.049,2.108
nomsa_template,2koh,2koh,44,0,0.61,0.838,7.41,1.754
nomsa_template,2las,2las,42,4,0.603,0.727,4.586,2.251
nomsa_template,2las,2las,43,1,0.511,0.545,5.287,2.494
nomsa_template,2lsi,2lsi,43,1,0.536,0.771,6.58,2.892
nomsa_template,2lsi,2lsi,42,2,0.543,0.8,6.573,2.976
nomsa_template,2las,2las,44,2,0.627,0.848,5.027,2.335
nomsa_template,2lsi,2lsi,42,1,0.574,0.686,4.887,2.384
nomsa_template,2lsi,2lsi,42,0,0.535,0.743,6.378,2.806
nomsa_template,2lsi,2lsi,42,3,0.598,0.8,5.472,2.368
nomsa_template,2lsi,2lsi,43,3,0.609,0.8,5.279,2.265
nomsa_template,2lsi,2lsi,43,0,0.61,0.743,4.904,2.107
nomsa_template,2lsi,2lsi,44,4,0.618,0.8,5.12,2.185
nomsa_template,2lsi,2lsi,44,2,0.614,0.743,4.652,2.133
nomsa_template,2lsi,2lsi,42,4,0.56,0.686,5.422,2.389
nomsa_template,2lsi,2lsi,43,4,0.631,0.8,4.796,2.123
nomsa_template,2lsi,2lsi,44,3,0.676,0.771,3.458,1.843
nomsa_template,2m0v,2m0v,42,1,0.731,0.84,3.426,1.519
nomsa_template,2m0v,2m0v,42,0,0.747,0.88,3.553,1.475
