complex,seed,id,pep_plDDT,plDDT,ipTM,pTM,pep_pTM,pAE_min,ipAE,ranking_score,scRMSD
2ivz,42,4,41.2929,91.3630,0.4800,0.9300,0.0100,5.6000,6.6350,0.5900,1.9928
2ivz,43,0,47.9366,91.5446,0.5700,0.9300,0.0100,5.2500,5.7150,0.6600,12.3676
2ivz,43,1,42.8092,91.1848,0.5400,0.9300,0.0100,6.2600,7.2550,0.6300,9.6913
2ivz,43,2,45.1462,91.3084,0.5600,0.9300,0.0100,5.9800,7.1350,0.6600,10.0870
2ivz,43,3,43.5947,91.3497,0.5200,0.9300,0.0100,5.9200,7.4150,0.6200,9.8764
2ivz,43,4,46.9862,91.6210,0.5800,0.9300,0.0100,5.0700,5.6100,0.6700,9.7236
2ivz,44,0,46.5242,91.4865,0.5700,0.9300,0.0100,5.5400,6.7650,0.6600,12.6033
2ivz,44,1,43.4899,91.3651,0.5400,0.9300,0.0100,5.7500,7.1550,0.6400,9.6236
2ivz,44,2,47.2305,91.6862,0.5700,0.9300,0.0100,5.2700,5.6950,0.6600,10.1051
2ivz,44,3,43.1416,91.4258,0.5200,0.9300,0.0100,6.1700,7.5650,0.6200,9.9624
2ivz,44,4,43.0160,91.1823,0.5200,0.9300,0.0100,5.0900,6.3250,0.6200,2.4476
2jkg,42,0,58.9796,91.6367,0.5400,0.9000,0.0200,4.5100,5.5200,0.6300,2.4597
2jkg,42,1,63.5128,92.3964,0.5800,0.9000,0.0200,4.4300,4.8400,0.6700,4.2791
2jkg,42,2,60.4279,91.9802,0.5400,0.9000,0.0200,4.6800,5.4500,0.6400,0.9848
2jkg,42,3,61.0647,91.9295,0.5800,0.9000,0.0200,4.1900,5.0450,0.6600,3.1844
2jkg,42,4,60.8425,92.1641,0.5900,0.9100,0.0200,3.9200,4.8550,0.6800,2.7092
2jkg,43,0,62.2293,92.0031,0.5800,0.9000,0.0200,4.3000,5.2250,0.6600,1.3726
2jkg,43,1,57.2709,91.1374,0.4500,0.8900,0.0200,6.0700,6.8750,0.5600,6.4155
2jkg,43,2,58.7728,91.8355,0.5500,0.9000,0.0200,4.4500,5.5700,0.6400,3.0839
2jkg,43,3,60.3479,91.6802,0.5400,0.9000,0.0200,4.5600,5.5750,0.6400,3.1131
2jkg,43,4,57.7439,91.5880,0.5200,0.8900,0.0200,4.8700,5.9350,0.6200,3.3057
2jkg,44,0,61.8284,92.2046,0.5900,0.9000,0.0200,3.9300,4.7700,0.6800,3.6914
2jkg,44,1,59.4809,91.0085,0.5500,0.8900,0.0200,4.3600,5.2950,0.6400,3.7090
2jkg,44,2,60.6393,91.7472,0.5700,0.9000,0.0200,4.2800,5.1800,0.6600,2.3547
2jkg,44,3,56.6005,91.7768,0.5000,0.9000,0.0200,5.1900,6.1450,0.6000,2.8583
2jkg,44,4,60.6500,91.7778,0.5500,0.9000,0.0200,4.6100,5.5100,0.6400,2.5810
2jnw,42,0,43.8434,49.1590,0.2800,0.4000,0.0200,7.7200,9.1700,0.3600,26.6340
2jnw,42,1,34.5079,45.1830,0.1500,0.3500,0.0100,11.3200,13.2250,0.2400,26.7665
2jnw,42,2,43.0494,48.0451,0.2800,0.4000,0.0200,7.8900,9.5750,0.3400,26.8135
2jnw,42,3,39.7660,44.4651,0.2200,0.3400,0.0100,9.5500,11.1550,0.2800,26.4351
2jnw,42,4,35.0391,45.0428,0.1500,0.3500,0.0100,10.9800,13.0750,0.2300,26.3471
2jnw,43,0,42.6145,48.3005,0.2500,0.3800,0.0100,8.0300,9.8600,0.3600,25.9366
2jnw,43,1,40.8178,48.1660,0.2400,0.3600,0.0100,7.8400,9.9250,0.3400,26.8400
2jnw,43,2,29.8728,47.5620,0.0900,0.3700,0.0100,14.7300,16.0600,0.1900,14.7496
2jnw,43,3,44.6899,48.8228,0.3100,0.4100,0.0200,6.9000,8.7700,0.3700,25.7368
2jnw,43,4,39.7226,46.7628,0.2400,0.3700,0.0200,8.1600,10.2900,0.3100,27.3293
2jnw,44,0,40.3334,47.1751,0.2100,0.3500,0.0100,8.8000,10.7550,0.2800,25.9857
2jnw,44,1,34.6664,47.6293,0.1300,0.3600,0.0100,12.2300,14.1100,0.2200,27.5036
2jnw,44,2,44.3339,54.0585,0.3000,0.4600,0.0200,7.2500,8.6900,0.3800,25.7015
2jnw,44,3,39.6736,46.8286,0.2100,0.3600,0.0100,9.2400,10.7650,0.2900,27.3203
2jnw,44,4,42.4651,50.5566,0.2500,0.4000,0.0100,7.7800,9.8450,0.3800,26.7829
2jqk,42,0,78.8204,89.6050,0.4600,0.7800,0.0300,3.7800,4.5500,0.6000,3.4382
2jqk,42,1,82.2281,90.0479,0.5500,0.8000,0.0300,3.0000,3.5300,0.6800,3.4488
2jqk,42,2,81.9038,91.2601,0.5500,0.8200,0.0300,2.9400,3.7850,0.6800,24.5739
2jqk,42,3,76.9242,89.7783,0.4600,0.8000,0.0300,3.7100,4.8450,0.6100,3.7625
2jqk,42,4,80.1596,90.1611,0.4900,0.8000,0.0300,3.4500,4.2400,0.6400,5.6044
2jqk,43,0,85.3196,92.0354,0.6300,0.8300,0.0300,2.4800,2.8800,0.7500,3.4469
2jqk,43,1,82.5941,90.6244,0.5500,0.8000,0.0300,3.0400,3.4800,0.6800,3.2821
2jqk,43,2,82.1650,90.4734,0.5400,0.8000,0.0300,3.1500,3.6250,0.6700,3.8969
2jqk,43,3,84.2096,91.3360,0.5800,0.8100,0.0300,2.6400,3.0650,0.7100,3.3320
2jqk,43,4,82.2319,90.5502,0.5300,0.8000,0.0300,3.1200,3.6050,0.6600,3.2128
2jqk,44,0,84.4230,91.4827,0.6000,0.8200,0.0300,2.6500,3.1000,0.7200,3.6539
2jqk,44,1,86.1692,93.2756,0.6800,0.8600,0.0300,1.9400,2.2900,0.8000,26.2502
2jqk,44,2,83.8661,91.6628,0.5800,0.8200,0.0300,2.6300,3.1650,0.7100,3.6440
2jqk,44,3,81.5128,89.5716,0.5500,0.7900,0.0300,3.0800,3.5700,0.6800,3.8326
2jqk,44,4,85.9683,92.1548,0.6200,0.8200,0.0300,2.5000,2.9100,0.7400,3.3498
2ka9,42,0,80.5657,90.0947,0.7600,0.5800,0.0300,2.1300,2.9000,0.7500,40.6279
2ka9,42,1,77.5682,90.6338,0.7200,0.7200,0.0200,2.1300,2.7800,0.7400,34.7960
2ka9,42,2,81.1107,90.7972,0.7800,0.5800,0.0300,1.9600,2.5600,0.7600,43.1346
2ka9,42,3,78.8975,90.4867,0.7200,0.6700,0.0200,3.2700,3.8400,0.7300,36.5800
2ka9,42,4,79.4797,89.6404,0.7400,0.5900,0.0200,2.8700,3.4750,0.7300,36.8834
2ka9,43,0,79.5093,91.2825,0.7400,0.7600,0.0200,2.0700,2.6000,0.7700,36.5103
2ka9,43,1,80.6590,91.8565,0.7600,0.7800,0.0200,1.9900,2.3450,0.7900,36.6427
2ka9,43,2,79.4715,90.8856,0.7200,0.7300,0.0300,3.2200,3.7400,0.7500,34.3158
2ka9,43,3,79.7716,91.5729,0.7500,0.7900,0.0200,1.7900,2.3900,0.7800,35.1382
2ka9,43,4,80.2131,89.7568,0.7700,0.6700,0.0200,1.8900,2.3250,0.7800,39.9004
2ka9,44,0,78.5642,91.0505,0.7300,0.7700,0.0200,2.1700,2.7600,0.7600,35.1806
2ka9,44,1,79.9337,89.7894,0.7700,0.5900,0.0300,1.7800,2.3150,0.7600,50.2863
2ka9,44,2,74.5831,90.2195,0.6800,0.5500,0.0200,2.6200,3.4850,0.6800,43.9437
2ka9,44,3,83.3955,91.9284,0.8400,0.8200,0.0300,1.2900,1.5000,0.8600,36.7940
2ka9,44,4,78.7534,90.5505,0.7200,0.7300,0.0200,3.4600,3.7750,0.7400,34.1779
2kbr,42,0,83.1413,87.1549,0.8300,0.8300,0.0300,1.0200,1.0300,0.9200,2.4559
2kbr,42,1,87.9345,89.5413,0.8600,0.8600,0.0300,0.9000,0.9400,0.9500,2.1129
2kbr,42,2,84.0707,89.0913,0.8400,0.8600,0.0300,0.9400,1.0150,0.9900,2.0793
2kbr,42,3,85.3295,89.4400,0.8400,0.8600,0.0300,1.0400,1.0800,0.9600,1.9611
2kbr,42,4,89.6814,90.9425,0.8700,0.8800,0.0400,0.8600,0.8950,0.9700,2.3143
2kbr,43,0,85.0085,88.0071,0.8400,0.8400,0.0300,0.9700,1.0150,0.9300,2.7911
2kbr,43,1,85.6841,88.4002,0.8500,0.8400,0.0300,0.9400,0.9800,0.9400,2.4913
2kbr,43,2,86.0622,89.0252,0.8500,0.8500,0.0300,0.9500,0.9850,0.9400,2.1457
2kbr,43,3,87.5386,89.5610,0.8600,0.8600,0.0300,0.9200,0.9400,0.9900,2.1764
2kbr,43,4,86.6519,88.5740,0.8600,0.8500,0.0300,0.9800,0.9900,0.9500,2.7112
2kbr,44,0,86.8269,88.9441,0.8600,0.8600,0.0300,0.9200,0.9350,0.9500,2.1967
2kbr,44,1,85.7922,88.2995,0.8400,0.8400,0.0300,1.0000,1.0250,0.9400,2.4536
2kbr,44,2,87.3184,89.2450,0.8500,0.8500,0.0300,0.9800,0.9900,0.9400,1.9567
2kbr,44,3,88.4805,89.8264,0.8600,0.8600,0.0300,0.9500,0.9500,0.9500,2.2289
2kbr,44,4,87.3686,89.5938,0.8600,0.8600,0.0300,0.9100,0.9550,0.9600,1.9368
2ke1,42,0,81.4941,78.1042,0.7700,0.6500,0.0200,1.1000,1.1350,0.9800,1.9697
2ke1,42,1,82.6310,79.6088,0.7900,0.6700,0.0200,1.1200,1.1250,0.9900,3.5792
2ke1,42,2,84.0067,79.7070,0.8100,0.6800,0.0300,1.0300,1.0350,1.0200,4.3897
2ke1,42,3,83.5422,80.2891,0.8000,0.6900,0.0200,1.0500,1.0750,0.9900,1.0881
2ke1,42,4,82.3856,79.5013,0.7900,0.6800,0.0200,1.0700,1.1000,1.0000,2.8235
2ke1,43,0,81.7159,79.7516,0.7900,0.6800,0.0200,1.0700,1.0950,0.9900,2.8510
2ke1,43,1,82.5678,79.9753,0.8100,0.6900,0.0200,1.0400,1.0650,1.0400,3.5871
2ke1,43,2,82.8869,79.2038,0.8000,0.6800,0.0200,1.0600,1.0800,1.0000,2.6641
2ke1,43,3,79.6243,76.6917,0.7800,0.6600,0.0200,1.1300,1.1600,1.0300,2.4171
2ke1,43,4,80.9051,77.8084,0.7800,0.6600,0.0200,1.1200,1.1600,0.9400,4.1742
2ke1,44,0,80.3570,78.5118,0.7700,0.6700,0.0200,1.2200,1.2350,0.9700,3.1938
2ke1,44,1,81.8686,79.9912,0.7900,0.6700,0.0200,1.0800,1.1200,0.9800,2.2749
2ke1,44,2,83.4409,80.0722,0.8000,0.6800,0.0200,1.0700,1.0700,1.0300,4.4441
2ke1,44,3,83.2440,81.6813,0.8000,0.6900,0.0200,1.0600,1.0700,1.0200,1.6588
2ke1,44,4,83.3989,81.2964,0.8000,0.7000,0.0200,1.0600,1.0900,1.0100,1.9066
2khh,42,0,69.7776,83.2397,0.5500,0.7600,0.0200,2.8600,3.0950,0.6600,23.8973
2khh,42,1,70.5573,81.8707,0.5600,0.7400,0.0200,2.3900,2.5850,0.6700,23.9849
2khh,42,2,73.9644,84.3690,0.6400,0.7700,0.0200,2.1800,2.3250,0.7400,24.3673
2khh,42,3,66.1847,82.1058,0.5500,0.7500,0.0200,2.4200,3.0750,0.6500,22.0647
2khh,42,4,67.8727,83.2202,0.5700,0.7600,0.0200,2.6500,3.1700,0.6700,6.3389
2khh,43,0,63.1923,81.8738,0.4500,0.7400,0.0200,3.5900,4.2050,0.5800,21.8963
2khh,43,1,65.1098,81.6642,0.5700,0.7600,0.0200,2.4000,2.9800,0.6800,22.0205
2khh,43,2,65.7498,83.0133,0.5200,0.7500,0.0200,3.2300,3.8300,0.6400,4.0760
2khh,43,3,71.5495,87.2009,0.5900,0.8000,0.0200,2.6200,3.0300,0.7100,6.3544
2khh,43,4,65.9130,80.6723,0.5500,0.7300,0.0200,2.5400,2.9450,0.6500,21.1049
2khh,44,0,52.3792,78.4649,0.2900,0.7000,0.0100,4.9800,6.0350,0.4400,17.5969
2khh,44,1,69.1764,85.6453,0.5800,0.7900,0.0200,2.7500,3.1700,0.6900,3.6911
2khh,44,2,63.2006,78.6062,0.4600,0.7000,0.0200,3.3900,3.9550,0.5700,21.7989
2khh,44,3,70.3858,82.5767,0.6100,0.7700,0.0200,2.2600,2.7300,0.7100,22.1250
2khh,44,4,64.6265,82.0975,0.4900,0.7400,0.0200,3.2500,3.8200,0.6000,21.6156
2koh,42,0,73.3770,83.4610,0.7100,0.7800,0.0100,1.0800,1.0850,0.7900,10.4018
2koh,42,1,65.7636,80.7981,0.7000,0.7400,0.0100,1.1200,1.1200,0.7700,10.4240
2koh,42,2,74.2504,80.8524,0.7100,0.7700,0.0100,1.1300,1.1350,0.7900,13.1560
2koh,42,3,74.9104,82.3049,0.7300,0.7700,0.0100,1.0400,1.0650,0.8000,10.9490
2koh,42,4,71.4641,83.9146,0.7100,0.7600,0.0100,1.0700,1.0700,0.7800,10.3825
2koh,43,0,68.2010,82.3456,0.6900,0.7500,0.0100,1.1200,1.1400,0.7700,6.9204
2koh,43,1,75.1073,81.4811,0.7200,0.7800,0.0100,1.1100,1.1100,0.7900,13.8435
2koh,43,2,70.4279,81.9372,0.7000,0.7400,0.0100,1.0700,1.1000,0.7800,6.9594
2koh,43,3,73.2728,81.9193,0.7100,0.7700,0.0100,1.1000,1.1050,0.7800,11.5339
2koh,43,4,72.6235,82.7318,0.7200,0.7700,0.0100,1.0600,1.0600,0.7900,8.4941
2koh,44,0,69.7536,79.8172,0.6700,0.7500,0.0100,1.1900,1.2050,0.7500,7.4099
2koh,44,1,69.7248,82.1995,0.7000,0.7500,0.0100,1.0800,1.1000,0.7800,11.0342
2koh,44,2,75.7322,83.4789,0.7200,0.7800,0.0100,1.0400,1.0700,0.7900,8.4800
2koh,44,3,70.4700,81.1578,0.7000,0.7600,0.0100,1.1000,1.1300,0.7800,12.4538
2koh,44,4,72.5190,84.2653,0.7300,0.7800,0.0100,1.0500,1.0550,0.8000,12.3525
2las,42,0,62.8085,85.4842,0.4900,0.8100,0.0100,3.5800,4.1850,0.6200,3.9784
2las,42,1,68.1547,87.4424,0.5900,0.8500,0.0100,2.7500,3.1550,0.7100,6.0467
2las,42,2,66.1004,86.4238,0.5300,0.8300,0.0100,2.9500,3.7150,0.6600,7.1339
2las,42,3,58.8859,84.9502,0.4100,0.8200,0.0100,3.3600,3.9000,0.5600,3.7040
2las,42,4,67.6004,87.0048,0.5700,0.8300,0.0200,2.8100,3.4250,0.6900,4.5858
2las,43,0,69.7262,87.4172,0.6000,0.8400,0.0200,2.5900,3.0800,0.7200,4.0485
2las,43,1,61.0094,85.1522,0.4100,0.8000,0.0100,4.7300,5.4300,0.5600,5.2867
2las,43,2,77.3568,89.4210,0.7200,0.8500,0.0200,2.0200,2.3850,0.8200,7.3242
2las,43,3,67.5237,87.3459,0.5700,0.8300,0.0100,2.9400,3.4400,0.6900,3.7825
2las,43,4,75.0401,89.6011,0.7100,0.8600,0.0200,1.9300,2.2350,0.8100,7.1521
2las,44,0,78.8886,90.0461,0.7400,0.8700,0.0200,2.0200,2.2650,0.8400,7.6491
2las,44,1,67.9955,86.9457,0.5700,0.8300,0.0200,2.6600,3.1600,0.7000,4.6559
2las,44,2,68.9858,87.4918,0.5900,0.8400,0.0200,2.5400,2.9700,0.7100,5.0269
2las,44,3,75.2787,88.6039,0.6800,0.8400,0.0200,2.2800,2.5300,0.7900,7.2428
2las,44,4,77.5823,89.5278,0.7200,0.8600,0.0200,2.0100,2.1500,0.8200,7.1726
2lsi,42,0,77.7586,88.7923,0.8000,0.8600,0.0200,0.8900,0.8950,0.8900,6.3776
2lsi,42,1,76.7519,88.3156,0.7900,0.8500,0.0200,0.9000,0.9150,0.8800,4.8866
2lsi,42,2,80.2683,89.6191,0.8100,0.8700,0.0200,0.8700,0.8850,0.8900,6.5729
2lsi,42,3,77.9157,89.1412,0.8000,0.8600,0.0200,0.8900,0.9000,0.8900,5.4717
2lsi,42,4,77.7375,89.1634,0.8000,0.8600,0.0200,0.8800,0.8900,0.8900,5.4225
2lsi,43,0,77.2621,89.0645,0.8100,0.8500,0.0200,0.8700,0.8900,0.8900,4.9038
2lsi,43,1,80.2661,89.8436,0.8200,0.8700,0.0200,0.8500,0.8600,0.9000,6.5802
2lsi,43,2,78.8636,89.7536,0.8200,0.8700,0.0200,0.8400,0.8550,0.9000,5.1260
2lsi,43,3,78.9619,89.3779,0.8100,0.8600,0.0200,0.8800,0.8950,0.8900,5.2790
2lsi,43,4,78.5444,89.8701,0.8100,0.8600,0.0200,0.8600,0.8750,0.9000,4.7958
2lsi,44,0,75.6154,87.3171,0.7900,0.8400,0.0200,0.9100,0.9150,0.8700,5.1712
2lsi,44,1,77.1399,88.8947,0.7900,0.8700,0.0200,0.9000,0.9000,0.8800,6.1766
2lsi,44,2,78.0891,89.0068,0.8100,0.8600,0.0200,0.8800,0.8900,0.8900,4.6521
2lsi,44,3,76.3244,87.7966,0.7800,0.8500,0.0200,0.9200,0.9250,0.8700,3.4583
2lsi,44,4,77.8973,89.1051,0.8100,0.8600,0.0200,0.8700,0.8850,0.8900,5.1195
2m0v,42,0,94.0489,93.1791,0.9400,0.8800,0.0400,0.8200,0.8400,0.9500,3.5534
2m0v,42,1,87.9845,92.2735,0.8900,0.8700,0.0300,0.9300,1.0200,0.9400,3.4257
2m0v,42,2,93.5820,92.9861,0.9400,0.8700,0.0400,0.8300,0.8600,0.9600,3.8213
2m0v,42,3,93.8091,93.3904,0.9400,0.8800,0.0400,0.8300,0.8500,0.9500,3.5568
2m0v,42,4,93.8048,93.1317,0.9400,0.8800,0.0400,0.8200,0.8450,0.9700,3.4956
2m0v,43,0,91.2143,93.3657,0.9100,0.8800,0.0400,0.8400,0.8950,0.9500,3.6167
2m0v,43,1,87.5582,93.9666,0.8700,0.8900,0.0300,0.8600,0.9500,0.9100,3.1274
2m0v,43,2,92.8725,94.3211,0.9300,0.8900,0.0400,0.8700,0.9200,0.9600,3.8579
2m0v,43,3,86.5973,91.9680,0.8700,0.8600,0.0300,0.9500,1.0650,0.8900,3.1552
2m0v,43,4,94.1257,94.3147,0.9400,0.8900,0.0400,0.8100,0.8500,0.9500,3.5989
2m0v,44,0,92.9439,93.0446,0.9300,0.8700,0.0400,0.8400,0.8750,0.9600,3.7425
2m0v,44,1,93.4634,93.0395,0.9400,0.8800,0.0400,0.8200,0.8550,0.9500,3.7494
2m0v,44,2,90.3259,94.6800,0.9100,0.9000,0.0400,0.8400,0.8850,0.9700,3.2176
2m0v,44,3,92.7423,93.3701,0.9300,0.8800,0.0400,0.8600,0.9050,0.9600,3.7557
2m0v,44,4,91.6570,94.5718,0.9200,0.8900,0.0400,0.8100,0.8400,0.9500,3.6378
2nnu,42,0,85.2447,91.5663,0.8700,0.8800,0.0900,1.0500,1.0550,0.9200,4.2707
2nnu,42,1,85.0082,91.6301,0.8900,0.8800,0.0900,0.9400,0.9550,0.9400,3.7948
2nnu,42,2,86.4928,91.9510,0.8900,0.8900,0.0900,0.9700,0.9800,0.9400,4.0002
2nnu,42,3,85.5577,91.5407,0.8800,0.8800,0.0900,0.9900,1.0150,0.9300,4.2921
2nnu,42,4,86.2850,91.5575,0.8900,0.8900,0.0900,0.9500,0.9600,0.9400,3.5842
2nnu,43,0,86.2688,92.0068,0.8900,0.8900,0.0900,1.0000,1.0350,0.9400,4.2269
2nnu,43,1,85.5405,91.8676,0.8900,0.8800,0.0900,1.0000,1.0250,0.9400,4.2981
2nnu,43,2,85.8062,92.0931,0.8800,0.8900,0.0900,0.9700,0.9800,0.9400,4.0018
2nnu,43,3,86.4243,92.0104,0.8800,0.8800,0.0900,1.0100,1.0300,0.9300,3.8043
2nnu,43,4,85.7955,92.1684,0.8900,0.8900,0.1000,0.9200,0.9300,0.9400,3.7966
2nnu,44,0,85.9833,91.9120,0.8800,0.8800,0.0900,0.9900,1.0100,0.9300,3.5538
2nnu,44,1,86.4172,91.8980,0.8900,0.8800,0.0900,1.0000,1.0050,0.9400,3.8062
2nnu,44,2,85.3890,92.1165,0.8800,0.8900,0.0900,0.9500,0.9650,0.9300,3.6841
2nnu,44,3,86.1985,91.9705,0.8800,0.8800,0.0900,1.0000,1.0050,0.9400,3.9982
2nnu,44,4,85.1836,92.0663,0.8800,0.8900,0.0900,0.9500,0.9750,0.9300,3.6231
2o9v,42,0,95.8503,96.3900,0.8800,0.9000,0.0300,0.8300,0.8350,0.9500,0.9080
2o9v,42,1,96.1454,96.4654,0.8900,0.9000,0.0400,0.8300,0.8300,0.9500,0.6124
2o9v,42,2,95.8743,96.1608,0.8800,0.9000,0.0300,0.8300,0.8300,0.9500,0.4480
2o9v,42,3,96.1334,96.4541,0.8900,0.9100,0.0400,0.8200,0.8200,0.9600,0.7116
2o9v,42,4,95.8864,96.1736,0.8800,0.9000,0.0300,0.8300,0.8300,0.9500,0.4460
2o9v,43,0,96.0817,96.3474,0.8900,0.9000,0.0400,0.8200,0.8200,0.9500,0.6811
2o9v,43,1,95.7649,96.0389,0.8800,0.9000,0.0300,0.8200,0.8250,0.9500,0.5697
2o9v,43,2,95.9349,96.2127,0.8900,0.9000,0.0400,0.8200,0.8200,0.9500,0.6308
2o9v,43,3,95.8791,96.3227,0.8800,0.9000,0.0300,0.8200,0.8250,0.9500,0.5739
2o9v,43,4,95.8344,96.1696,0.8800,0.9000,0.0300,0.8300,0.8350,0.9500,0.6796
2o9v,44,0,95.9273,96.3164,0.8900,0.9100,0.0400,0.8200,0.8200,0.9500,0.4103
2o9v,44,1,95.9356,96.2327,0.8900,0.9000,0.0400,0.8200,0.8250,0.9500,0.5245
2o9v,44,2,96.0379,96.2987,0.8900,0.9000,0.0400,0.8200,0.8200,0.9500,0.4728
2o9v,44,3,96.0504,96.2505,0.8900,0.9000,0.0400,0.8200,0.8200,0.9600,0.4499
2o9v,44,4,95.8667,96.2393,0.8800,0.9000,0.0300,0.8300,0.8300,0.9500,0.5836
2p1o,42,0,32.4162,82.9722,0.4900,0.8600,0.0100,9.9800,10.2650,0.5700,8.5237
2p1o,42,1,29.4661,82.5606,0.4200,0.8500,0.0100,11.0100,11.7800,0.5200,7.3145
2p1o,42,2,33.6111,82.8605,0.4800,0.8600,0.0100,9.6000,10.1250,0.5700,8.7380
2p1o,42,3,28.7004,82.6333,0.4000,0.8500,0.0100,11.4600,12.0850,0.5100,6.8225
2p1o,42,4,29.7036,82.6938,0.4300,0.8600,0.0100,11.1600,11.2200,0.5300,7.1125
2p1o,43,0,31.1106,82.8072,0.4500,0.8500,0.0100,11.2500,11.8750,0.5400,8.8347
2p1o,43,1,30.1857,82.7051,0.4400,0.8500,0.0100,11.3800,11.4750,0.5300,6.9904
2p1o,43,2,27.8746,82.6683,0.3900,0.8500,0.0100,11.6800,12.1500,0.5000,6.7800
2p1o,43,3,32.7310,82.6380,0.4800,0.8500,0.0100,10.0400,10.6650,0.5600,8.5421
2p1o,43,4,28.5735,82.3995,0.4000,0.8500,0.0100,11.2900,11.3750,0.5000,6.7246
2p1o,44,0,29.0523,82.6510,0.4200,0.8500,0.0100,11.5200,12.0050,0.5200,6.0839
2p1o,44,1,31.8954,82.9038,0.4400,0.8600,0.0100,11.0700,11.4500,0.5400,9.5753
2p1o,44,2,33.7152,82.7972,0.5000,0.8500,0.0100,10.2200,10.4400,0.5800,8.5523
2p1o,44,3,33.8383,82.7001,0.4900,0.8500,0.0100,9.2600,9.5150,0.5700,9.0908
2p1o,44,4,30.3994,82.6835,0.4400,0.8500,0.0100,10.6700,11.1550,0.5300,7.2246
2qos,42,0,89.4161,92.7615,0.9300,0.9300,0.0400,0.9800,1.0100,0.9600,0.4400
2qos,42,1,90.4940,93.0903,0.9400,0.9400,0.0400,0.9600,0.9950,0.9700,0.5721
2qos,42,2,89.4788,92.8035,0.9300,0.9300,0.0400,0.9900,1.0150,0.9600,0.5627
2qos,42,3,89.6630,92.6473,0.9300,0.9300,0.0400,0.9700,0.9950,0.9600,0.5753
2qos,42,4,89.0114,92.4963,0.9300,0.9300,0.0400,1.0000,1.0350,0.9600,0.4800
2qos,43,0,90.1200,92.8963,0.9400,0.9400,0.0400,0.9500,0.9850,0.9700,0.5364
2qos,43,1,89.2288,92.4113,0.9300,0.9300,0.0400,0.9900,1.0150,0.9600,0.6018
2qos,43,2,89.6006,92.8716,0.9400,0.9300,0.0400,0.9700,1.0050,0.9700,0.5143
2qos,43,3,90.1887,93.0145,0.9400,0.9400,0.0400,0.9500,0.9800,0.9700,0.3802
2qos,43,4,89.6218,93.0255,0.9400,0.9400,0.0400,0.9600,0.9850,0.9700,0.5160
2qos,44,0,89.7256,92.8561,0.9300,0.9300,0.0400,0.9900,1.0400,0.9600,0.4238
2qos,44,1,89.6545,92.8158,0.9300,0.9300,0.0400,0.9900,1.0350,0.9600,0.5081
2qos,44,2,89.8570,92.9618,0.9400,0.9400,0.0400,0.9700,0.9900,0.9700,0.4587
2qos,44,3,89.5508,92.8317,0.9300,0.9300,0.0400,0.9900,1.0250,0.9600,0.5433
2qos,44,4,88.8687,92.5025,0.9300,0.9300,0.0400,1.0100,1.0400,0.9600,0.4956
2r7g,42,0,92.7495,93.6508,0.9600,0.9400,0.0400,1.0100,1.0200,0.9700,0.9954
2r7g,42,1,92.7759,93.6003,0.9600,0.9400,0.0400,1.0100,1.0250,0.9700,0.7634
2r7g,42,2,92.9264,93.4871,0.9600,0.9500,0.0400,0.9900,0.9950,0.9700,0.7959
2r7g,42,3,92.9462,93.5561,0.9600,0.9400,0.0400,1.0100,1.0150,0.9700,0.7221
2r7g,42,4,92.5988,93.2272,0.9600,0.9400,0.0400,1.0400,1.0400,0.9700,0.6794
2r7g,43,0,93.1978,93.8041,0.9600,0.9500,0.0400,1.0000,1.0000,0.9700,0.6179
2r7g,43,1,93.2515,93.8196,0.9600,0.9500,0.0400,1.0100,1.0150,0.9700,0.9730
2r7g,43,2,92.9160,93.5134,0.9500,0.9400,0.0400,1.0400,1.0400,0.9700,0.7628
2r7g,43,3,92.9638,93.6198,0.9600,0.9400,0.0400,1.0300,1.0300,0.9700,0.8938
2r7g,43,4,92.9073,93.8902,0.9600,0.9500,0.0400,1.0100,1.0150,0.9700,0.8571
2r7g,44,0,92.9701,93.5612,0.9600,0.9500,0.0400,1.0200,1.0200,0.9700,0.7732
2r7g,44,1,92.7202,93.3631,0.9500,0.9400,0.0400,1.0400,1.0450,0.9700,0.7466
2r7g,44,2,92.6552,93.1594,0.9600,0.9400,0.0400,1.0200,1.0250,0.9700,0.5899
2r7g,44,3,92.6960,93.4095,0.9500,0.9400,0.0400,1.0300,1.0350,0.9700,0.8051
2r7g,44,4,92.2846,93.2556,0.9500,0.9400,0.0400,1.0300,1.0300,0.9700,0.7922
2rol,42,0,69.8082,84.5388,0.5400,0.7300,0.0200,3.1000,3.4050,0.7100,2.1938
2rol,42,1,61.5331,82.1246,0.3900,0.7000,0.0100,4.1100,5.0650,0.5800,9.3600
2rol,42,2,68.6577,85.0424,0.5100,0.7400,0.0200,3.2400,4.0100,0.6300,3.8784
2rol,42,3,63.7455,82.3766,0.4200,0.7000,0.0200,3.6500,4.1800,0.6000,27.5920
2rol,42,4,64.2444,84.6929,0.4900,0.7600,0.0200,2.8200,3.7050,0.6800,13.9476
2rol,43,0,64.8249,83.2684,0.4800,0.7200,0.0100,3.5000,4.2900,0.6400,3.5005
2rol,43,1,60.7120,82.1514,0.3900,0.7000,0.0100,3.9500,4.9900,0.5500,8.4711
2rol,43,2,62.6867,82.2719,0.4400,0.7100,0.0200,3.2800,4.0600,0.6400,10.4164
